,gender,age,emotion,base,rewriting,semantic,empathy
1786,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,我知道执行协议可能很困难且要求很高。你现在感觉如何，你会说你感觉更好还是更糟？,18,2
1787,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,现在你已经完成了，让我们谈谈你现在的感受。你觉得更积极还是更不积极？,18,1
1788,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,因此，根据我们所讨论的内容，我有以下建议供您选择。请选择您现在要尝试的协议。,16,1
1789,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,在我们的讨论之后，我列出了我想向您推荐的协议。您是否乐意查看它们并选择您可能会考虑尝试的协议？,16,1
1790,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我想推荐一些我认为非常适合您的情况的协议。请选择您要尝试的协议。,16,1
1791,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,你现在感觉如何，这是否有助于让你感觉更好，或者不是真的？,18,1
1792,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢你向我敞开心扉，告诉我你的感受。我很高兴我们可以进行这次聊天，如果您需要我，我会在这里。,15,2
1793,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我听到的是您感觉 {}，是吗？,13,0
1794,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢你的合作。我希望很快能在见到你。,15,2
1795,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,感谢您的选择，您现在应该可以看到协议了；请看看你是如何处理它的。完成后，您可以按“继续”。,17,2
1796,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些您可以尝试的推荐协议。你现在有什么想尝试的吗？如果是，请选择它。,16,1
1797,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到你有这种感觉。我有一个协议可以增强这种积极的感觉，你想试试吗？,12,2
1798,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些建议可能对你有用。你能告诉我你想尝试哪种协议吗？,16,1
1799,男性,18-39,所有情绪,感谢您的参与。再见,感谢您的参与，我真的很感激，您的努力非常宝贵。祝你有美好的一天！,15,2
1800,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。我的印象是你感觉{}，对吗？,13,1
1801,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！我碰巧有一个可以帮助最大化这些积极情绪的协议，你想看看吗？,12,2
1802,男性,18-39,所有情绪,感谢您的参与。再见,非常感谢您的时间和努力。祝你有美好的一天！,15,2
1803,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我深表歉意。请从下面的列表中选择最能描述您的感受的情绪：,14,1
1804,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我对一些协议有一些想法，我认为它们会真正使您受益。你想尝试哪一个？,16,1
1805,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我不是故意误判的。你有这些情绪吗？如果是这样，请通过选择它让我知道：,14,2
1806,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,该协议是否让您感觉更好，还是产生了相反的效果？,18,0
1807,女性,40-69,所有情绪,感谢您的参与。再见,很高兴与您交谈，感谢您抽出宝贵时间。暂时再见。,15,2
1808,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,现在，这样做后立即感觉好转或恶化是完全正常的。你说完成协议后的感受如何？,18,2
1809,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,非常抱歉。请从以下情绪中选择您的感受：,14,2
1810,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您对我的信任并分享您的感受。如果我理解正确，您现在感觉{}，您会说这是真的吗？,13,2
1811,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些协议可以帮助你。您想选择一款来尝试吗？,16,1
1812,男性,40-69,所有情绪,感谢您的参与。再见,我很高兴你参加了今天的会议。一会儿再说。,15,1
1813,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我想您可能会感觉到 {}，您认为这是真的吗？,13,1
1814,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我认为您可以从这些协议中的任何一个中受益，让您感觉自己是最好的自己。请告诉我您想尝试哪一种。,16,1
1815,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,抱歉，那我一定是弄错了。请告诉我，您正在经历以下哪种情绪？,14,2
1816,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,真是太好听了！您想尝试一种符合您心情的协议吗？我希望它可以激励你，让你的一天更加明亮。,12,2
1817,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,我看你是！如果可以的话，我想推荐一个协议。,12,1
1818,女性,40-69,所有情绪,感谢您的参与。再见,谢谢你今天，我真的很感激。很快又赶上了。,15,2
1819,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,极好的！我有一个协议建议让你感觉良好，你想看看吗？,12,1
1820,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,尽最大努力执行此协议，慢慢来。完成后，按“继续”。,17,1
1821,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,你现在感觉如何？我希望它有帮助。,18,1
1822,女性,40-69,所有情绪,感谢您的参与。再见,非常感谢您在本次会议上与我共度时光。我真的很期待很快见到你。,15,2
1823,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,完成方案后，你能告诉我你感觉好些还是坏了？,18,1
1824,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我对协议有一些建议，可以帮助您解决问题。你想选择你认为最适合你的吗？,16,1
1825,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,你说你现在感觉如何，好还是坏？,18,1
1826,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您参加本次会议，我非常感谢您的时间。一会儿见！,15,2
1827,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉造成误解。你能告诉我这些情绪中的哪一种符合你的感受吗？,14,2
1828,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴你心情很好。我可以向您推荐一个协议，您可以尝试让自己感觉更好！你怎么认为？,12,2
1829,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,感谢您的选择！如果您现在可以尝试通过此协议，我将不胜感激。完成后，您可以返回并按“继续”按钮。,17,2
1830,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴听到这个。我认为这将是尝试可能让您感觉更好的协议的最佳时机。,12,2
1831,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,当您准备好时，我希望您阅读并尝试该协议。一旦您对此感到满意，请随时选择“继续”。,17,2
1832,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,我想问您对协议的看法，以及它是否对您有帮助。你感觉好些了，还是真的让你感觉更糟了？,18,2
1833,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于那个很抱歉。请阅读以下情绪并选择最适合您的感受：,14,2
1834,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,遵循协议后，您现在感觉如何，您的情绪是否有所改善，或者您是否感到不自在？,18,1
1835,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢您的意见。在我看来，您现在感觉{}，这听起来准确吗？,13,2
1836,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,如果您有兴趣，我认为您会喜欢的协议。,12,1
1837,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我的错。你能通过从下面的列表中选择正确的情绪来告诉我你的感受吗？,14,1
1838,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,做完这个协议后，你感觉如何？我希望它有所帮助。,18,2
1839,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢，我知道这可能要求很高。该协议是否让您感觉比以前更好或更糟？,18,2
1840,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些想法可能会有所帮助。您可以选择要跟随哪个。,16,1
1841,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！我们可以看看一些现在可以尝试的协议吗？,12,1
1842,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,接受这个协议后，你感觉如何？,18,0
1843,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,请原谅我。在不引导你的情况下，请从我给你的清单中选择你的感受。,14,1
1844,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦对不起。你能选择你感受到哪种情绪，或者最接近它的一种情绪吗？,14,1
1845,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。根据您告诉我的情况，我了解到您的感受是 {}，您认为这或多或少地描述了您的感受吗？,13,2
1846,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦不，我好像误会了，我很抱歉。让我再试一次：请看下面的列表，然后选择哪种情绪最能代表您今天的感受。,14,2
1847,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对此我感到非常抱歉。你能从下面的情绪中突出你现在真正感受到的情绪吗？,14,2
1848,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！我有一些协议建议，希望能保持你的好心情。,12,1
1849,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,谢谢，现在您可以尝试通过您选择的协议。当您完成后，如果您能回到我身边并按“继续”，我将不胜感激。,17,2
1850,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,完成此协议后，您感觉如何，好还是坏？,18,0
1851,女性,18-39,所有情绪,感谢您的参与。再见,感谢您今天的合作，我很感激。回头见！,15,1
1852,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,好的，让我们试试这个。完成后，请按“继续”。,17,0
1853,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,试试这个协议，完成后按“继续”。,17,0
1854,男性,40-69,所有情绪,感谢您的参与。再见,谢谢，你今天很棒。我希望我能很快见到你，再见！,15,2
1855,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的开放和与我分享。你今天看起来像 {}，你也会这么说吗？,13,2
1856,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据你告诉我的内容，你似乎感觉{}，你认为这是准确的吗？,13,1
1857,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,那太棒了。你能不能现在就遵循这个协议，完成后点击“继续”。,17,2
1858,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉那是不正确的。看看下面的列表，你能告诉我你的感受吗？,14,2
1859,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,听到这个消息我很高兴！让我们尝试一个协议，看看我们是否可以继续这样做，你怎么说？,12,2
1860,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！如果您愿意，我可以推荐一个协议来帮助您感觉更好。,12,1
1861,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些我们可以尝试的建议，但我认为我们最好尝试您认为最合适的建议。请告诉我您希望我们尝试哪种协议。,16,1
1862,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我一定是误会了。请从下面最能反映您感受的情绪中选择一种。,14,1
1863,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,听起来不错。我有一个协议，你可以尝试进一步改善这种感觉，信不信由你！,12,2
1864,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,现在尝试通过此协议可能对您有所帮助，如果可以请尝试一下。完成后，您只需按“继续”即可。,17,2
1865,女性,18-39,所有情绪,感谢您的参与。再见,今天到此结束，感谢您与我交谈，我希望这次谈话对您有所帮助。期待很快再次见到您。,15,2
1866,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的回答。在我看来，您现在是 {}，该描述与您的感受相符吗？,13,2
1867,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴听到这个！你想让我推荐一个协议来进一步增强你的积极性吗？,12,2
1868,女性,40-69,所有情绪,感谢您的参与。再见,谢谢，很高兴与你进行这次谈话。我希望我们能很快再见面。,15,2
1869,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您通过分享您的感受来信任我。从你告诉我的情况来看，我相信你有 {} 的感觉？,13,2
1870,女性,18-39,所有情绪,感谢您的参与。再见,我真的很感谢你和我说话，谈论一个人的感受需要勇气。我期待与您再次交谈！,15,2
1871,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据您告诉我的情况，您可能感觉 {}，我这样说是否正确？,13,1
1872,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,我希望协议有所帮助。你感觉好些了还是更糟了？,18,1
1873,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,太好了，我为你高兴！我可以推荐一个协议供您尝试吗？,12,1
1874,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？,18,2
1875,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢你与我分享。从您的回答来看，您感觉 {} 听起来对吗？,13,2
1876,男性,18-39,所有情绪,感谢您的参与。再见,我真的很想花时间感谢您成为如此出色的参与者。很高兴能很快再次见到你。,15,2
1877,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,好的，您现在可以继续尝试。完成后，您可以按“继续”。,17,1
1878,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我认为这些协议之一可能会对您有所帮助。您想尝试哪种协议？,16,1
1879,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我真的很想了解你的感受。您能帮我从列表中选择最符合您感受的选项吗？,14,2
1880,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请尝试在您自己的时间完成协议。完成后，请返回并点击“继续”，以便我们评估进展情况。,17,2
1881,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，我只是想确保我们在同一页面上。您认为 {} 最能描述您现在的感受吗？,13,2
1882,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,如果我可以问一下，您现在完成了协议，感觉如何？我希望你感觉好些，但如果你感觉更糟也没关系，告诉我，我会尽力提供帮助。,18,2
1883,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。我说您感觉 {} 是否正确？,13,1
1884,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,这是我的建议。你想尝试其中任何一个吗？,16,0
1885,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,根据你告诉我的，这里有一些我们可以尝试的协议。请选择您现在想经历的任何事情。,16,1
1886,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,有这种感觉真好；我希望我们能抓住它并把它装进瓶子里。我可以推荐一个协议，它可以帮助增强您的感受。,12,2
1887,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,真棒！现在请您尝试完成此协议并在完成后按“继续”。,17,2
1888,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，我很抱歉，我真的很感谢你告诉我我做错了 - 有时可能很难。你能给我一些帮助以确保我理解吗？这是一个列表 - 请让我知道哪一个描述了您的感受：,14,2
1889,女性,40-69,所有情绪,感谢您的参与。再见,今天真是谢谢你了。很快再见。,15,1
1890,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢您参与其中。我希望很快能见到你。,15,2
1891,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,欢迎回来！接受协议后你感觉如何？,18,1
1892,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢你的分享。我的印象是你今天是 {}，这是正确的吗？,13,1
1893,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我很想更好地了解你的感受。你能选择你认为合适的情绪吗？,14,2
1894,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！我向您推荐一个协议，以确保您珍惜这种积极的感觉如何？,12,1
1895,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,这是可爱的！让我给你一个你可以尝试的协议。,12,1
1896,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,谢谢你。现在就开始研究这个协议，我们会看看它是否有帮助。完成后按“继续”，我们将再谈一些。,17,2
1897,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我认为你选择了一个很好的，请尽力而为。完成后只需点击“继续”，我们就可以从上次停下的地方继续。,17,1
1898,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于误会，我深表歉意。如果您可以在下方选择一种真正反映您感受的情绪，那将非常有帮助。,14,2
1899,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您今天抽出时间与我们合作，希望您喜欢我们的会议。我期待着下次见到你。,15,2
1900,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,执行此协议后，您现在感觉如何，您感觉更好还是更糟？,18,1
1901,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，我的错。那么你说你今天的感觉如何？,14,1
1902,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到你心情很好。我实际上有一个有益的协议，你可以试试。,12,2
1903,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,综合你刚才告诉我的一切，我相信你今天感觉{}，你认为这样说公平吗？,13,1
1904,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,那挺好的！如果您愿意，我有一些协议建议可以帮助您感觉更好。,12,1
1905,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我们可以尝试多种协议，我想找到最适合您的协议。让我知道您更愿意尝试哪种协议。,16,1
1906,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我为我的误会道歉。您认为以下哪一项最接近您目前的感受？,14,1
1907,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你的开放。从您的回复来看，我认为您有 {} 的感觉，我这样说是否正确？,13,2
1908,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请仔细阅读协议，慢慢来。完成后，按“继续”。,17,1
1909,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,感谢您尝试该协议。如果您考虑一下服用前的感觉和现在的感觉，您会说您感觉更好还是更糟？,18,2
1910,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据我们的讨论，我认为您可能会感觉到 {}，这听起来对吗？,13,1
1911,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我在这里有一些可能会有所帮助的选项。请选择您现在要查看的协议。,16,1
1912,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,您可以在准备好后启动协议。完成后，您可以按“继续”。,17,1
1913,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,如果我理解正确，您会认为是 {}，这是一个公平的评估吗？,13,1
1914,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,凉爽的！您想尝试一种协议来增强这种感觉吗？,12,1
1915,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,遵循协议后，您现在感觉好些了吗？,18,0
1916,女性,18-39,所有情绪,感谢您的参与。再见,我很感激你的参与。我希望很快能再次与你合作。,15,2
1917,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起。请从这个列表中选出你感受到的情绪，帮助我理解：,14,1
1918,女性,40-69,所有情绪,感谢您的参与。再见,我非常感谢您在这方面花费的时间。我希望能再次见到你。,15,2
1919,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，如果我错了，请原谅我。我相信您是 {}，我的想法是否正确？,13,2
1920,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我现在给你一些建议。我很乐意让您决定要使用哪种协议。,16,1
1921,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,听完您所说的，我了解到您的感受是 {}，我的理解是否正确？,13,1
1922,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我们可以尝试多种协议。您想探索以下哪些内容？,16,1
1923,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我道歉，我一定是误会了。也许您可以从下面的列表中指出哪种情绪最能代表您的感受？,14,2
1924,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我认为以下协议对您有益。您可以选择您认为此时最适合您的那个。,16,1
1925,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,如果你能通过这个协议，我会很高兴的。完成后，您可以按“继续”。,17,1
1926,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,这真是太好了！如果您愿意，我可以建议一个协议来改善您当前的情绪。,12,1
1927,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴看到你今天如此积极。我可以推荐一个适合您当前心情的协议吗？,12,2
1928,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,啊，我道歉。此列表中的哪种情绪最能描述您的经历？,14,1
1929,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢您在本次会议期间的时间和合作。我期待很快的另一场会议。,15,2
1930,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,请在下面找到我的建议。您可以选择您喜欢的协议，它将显示给您，以便您可以尝试。,16,1
1931,男性,40-69,所有情绪,感谢您的参与。再见,真的非常感谢你。我希望很快能见到你。,15,2
1932,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,阅读您告诉我的内容后，我相信您会感觉到 {}，这是否足够接近？,13,1
1933,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,能否请您表达一下您在完成此协议后的感受？,18,1
1934,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，也许我误解了你的感受。我认为如果您能挑选出您认为最能代表您的情况的情感，那可能是最好的：,14,2
1935,男性,18-39,所有情绪,感谢您的参与。再见,谢谢，感谢您的合作。很快再见！,15,1
1936,男性,18-39,所有情绪,感谢您的参与。再见,我非常感谢你的参与，希望我们能很快再次见面。,15,2
1937,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉我误解了这一点。请问您从下面的列表中选择更准确地反映您的感受的情绪吗？,14,2
1938,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,你在这方面做得很好。接受这个协议后你感觉如何？,18,1
1939,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉误解了你的感受。请告诉我您的感受，以便我更好地理解。,14,2
1940,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我了解此协议可能具有挑战性，但请您尝试完成它。如果您设法完成它，请按“继续”，然后我会问您几个后续问题。,17,2
1941,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢你的分享。我相信您是 {}，我这样说是否正确？,13,1
1942,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起。请告诉我你的真实感受。,14,1
1943,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,该协议是否改变了您的感受，无论是好是坏？,18,1
1944,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢与我交谈，我真的希望它做得很好。真的希望很快能再见到你！,15,2
1945,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉听到我误解了。请用您自己的话说，您能具体说明您的感受吗？,14,2
1946,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,听你说，你好像感觉{}，我理解正确吗？,13,1
1947,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦不，我很抱歉。如果您不介意，请从此列表中选择您的感受：,14,2
1948,男性,18-39,所有情绪,感谢您的参与。再见,感谢您今天的耐心等待。再见！,15,1
1949,女性,18-39,所有情绪,感谢您的参与。再见,谢谢你今天的时间。我希望你能回来多聊几句。,15,1
1950,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我想如果我们能找到这些感觉的根源，我们会让你感觉好很多。您认为您想尝试以下任何协议吗？看一看，让我知道您是否想尝试一些东西。,16,2
1951,女性,18-39,所有情绪,感谢您的参与。再见,谢谢你今天和我分享。想谈什么就回来找我。,15,1
1952,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！如果你想听一听，我仍然可以推荐一个可以帮助建立这种良好感觉的协议。,12,2
1953,男性,18-39,所有情绪,感谢您的参与。再见,我要真诚地感谢您参与其中。我希望很快能见到你！,15,2
1954,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,如果您现在可以尝试选择的协议，我将不胜感激。准备好后，返回并按“继续”。,17,1
1955,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我想说您现在感觉{}，您认为这是对您当前心情的合理描述吗？,13,1
1956,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉造成误解。请从下面反映您感受的情绪中选择一种来纠正我：,14,2
1957,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。根据您所说的，我会说您感觉{}，我的假设是否正确？,13,1
1958,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，也许我不是最擅长阅读人的。如果你不介意我问一下，你今天感觉如何，你能从下面的列表中选择你觉得最接近你当前心情的吗？,14,2
1959,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢，我想知道你现在感觉如何。您认为该协议有任何积极或消极影响吗？,18,2
1960,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,完成协议后，您现在感觉如何？,18,0
1961,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请试试这个协议。完成后，按“继续”。,17,0
1962,女性,18-39,所有情绪,感谢您的参与。再见,感谢您的合作和参与本次会议。期待很快见到你。,15,1
1963,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,当你准备好时，请开始这个协议。完成后，按“继续”。,17,0
1964,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉对于这个误会。你会说你此刻的感受是什么？,14,2
1965,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请在准备好后尽快尝试通过协议。完成后，只需按“继续”。,17,1
1966,女性,18-39,所有情绪,感谢您的参与。再见,感谢您在本次会议中信任我。每当您想多说话时，请再和我沟通。,15,1
1967,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,我想问你这是怎么回事。它让你感觉好些了吗，还是产生了相反的效果？,18,1
1968,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，对不起，我误会了你。从列出的情绪中，您能否选择最能定义您当前感受的情绪？,14,1
1969,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,试试这个协议，当你完成它时，按“继续”。,17,0
1970,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我很欣赏这可能是新的，但现在尝试通过这个协议。完成后，按“继续”按钮。,17,2
