emotion,base,rewriting,semantic,transformation
所有情绪,谢谢，希望对你有帮助。你能告诉我你在接受这个协议后感觉好些还是坏了？,接受此协议后，您感觉如何，您认为它对您有帮助吗？,18,HIGH
所有情绪,现在你已经完成了，让我们谈谈你现在的感受。你觉得更积极还是更不积极？,采取此协议后，您感觉更好还是更糟？,18,LOW
所有情绪,没关系。既然你已经完成了协议，你能说你比开始之前感觉好还是坏？,你感觉更好还是更糟？,18,LOW
所有情绪,采取此协议后，您感觉更好还是更糟？,该协议是否让您感觉更好或更糟？,18,HIGH
所有情绪,你说你现在感觉如何，好还是坏？,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,18,HIGH
所有情绪,遵循协议后，您现在感觉如何，您的情绪是否有所改善，或者您是否感到不自在？,感谢您完成协议。你会说你感觉比以前更好还是更糟？,18,HIGH
所有情绪,如果我可以问一下，您现在完成了协议，感觉如何？我希望你感觉好些，但如果你感觉更糟也没关系，告诉我，我会尽力提供帮助。,完成协议后，您现在感觉如何？,18,HIGH
所有情绪,能否请您表达一下您在完成此协议后的感受？,你现在感觉怎么样？我希望它对你有用。,18,HIGH
所有情绪,感谢您花时间完成协议。它让你感觉如何——更好或更糟？,我知道执行协议可能很困难且要求很高。你现在感觉如何，你会说你感觉更好还是更糟？,18,HIGH
所有情绪,欢迎回来！接受协议后你感觉如何？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,HIGH
所有情绪,完成方案后，你能告诉我你感觉好些还是坏了？,你现在感觉怎么样？我希望它对你有用。,18,HIGH
所有情绪,采取此协议后，您感觉更好还是更糟？,完成方案后，你能告诉我你感觉好些还是坏了？,18,HIGH
所有情绪,该协议是否帮助您感觉更好，或者您感觉更糟？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,HIGH
所有情绪,你现在感觉怎么样？我希望它对你有用。,在完成协议后，您能确定您现在的感受吗？,18,LOW
所有情绪,完成协议后，您现在感觉如何？,谢谢，希望对你有帮助。你能告诉我你在接受这个协议后感觉好些还是坏了？,18,LOW
所有情绪,谢谢，我知道这可能要求很高。该协议是否让您感觉比以前更好或更糟？,现在，这样做后立即感觉好转或恶化是完全正常的。你说完成协议后的感受如何？,18,HIGH
所有情绪,遵循协议后，您现在感觉好些了吗？,既然协议已经完成，你的感觉和之前的感觉有什么不同吗？,18,HIGH
所有情绪,现在你已经完成了，让我们谈谈你现在的感受。你觉得更积极还是更不积极？,我知道执行协议可能很困难且要求很高。你现在感觉如何，你会说你感觉更好还是更糟？,18,HIGH
所有情绪,如果我可以问一下，您现在完成了协议，感觉如何？我希望你感觉好些，但如果你感觉更糟也没关系，告诉我，我会尽力提供帮助。,该协议是否让您感觉更好，还是产生了相反的效果？,18,HIGH
所有情绪,采取此协议后，您感觉更好还是更糟？,做完这些后你感觉如何，你感觉好些了还是更糟了？,18,HIGH
所有情绪,感谢您完成协议。你会说你感觉比以前更好还是更糟？,采取此协议后，您感觉更好还是更糟？,18,LOW
所有情绪,现在你已经尝试了这个协议并走到了尽头，你对你的情况感觉更好还是更糟？,你在这方面做得很好。接受这个协议后你感觉如何？,18,HIGH
所有情绪,完成协议后，您现在感觉如何，好还是坏？,完成此协议后，您感觉如何，好还是坏？,18,HIGH
所有情绪,该协议是否改变了您的感受，无论是好是坏？,既然协议已经完成，你的感觉和之前的感觉有什么不同吗？,18,HIGH
所有情绪,完成方案后，你能告诉我你感觉好些还是坏了？,该协议是否让您感觉更好，还是产生了相反的效果？,18,HIGH
所有情绪,采取此协议后，您感觉更好还是更糟？,该协议是否帮助您感觉更好，或者您感觉更糟？,18,HIGH
所有情绪,执行此协议后，您现在感觉如何，您感觉更好还是更糟？,现在，这样做后立即感觉好转或恶化是完全正常的。你说完成协议后的感受如何？,18,HIGH
所有情绪,没关系。既然你已经完成了协议，你能说你比开始之前感觉好还是坏？,谢谢，我知道这可能要求很高。该协议是否让您感觉比以前更好或更糟？,18,LOW
所有情绪,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？,我想问你这是怎么回事。它让你感觉好些了吗，还是产生了相反的效果？,18,LOW
所有情绪,我知道执行协议可能很困难且要求很高。你现在感觉如何，你会说你感觉更好还是更糟？,感谢您的确认，我希望您不介意与我分享您在接受此协议后的感受。你觉得你感觉比以前更好还是更糟？,18,LOW
所有情绪,我希望协议有所帮助。你感觉好些了还是更糟了？,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,18,HIGH
所有情绪,采取此协议后，您感觉更好还是更糟？,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？,18,HIGH
所有情绪,感谢您花时间完成协议。它让你感觉如何——更好或更糟？,采取此协议后，您感觉更好还是更糟？,18,LOW
所有情绪,现在你已经完成了，让我们谈谈你现在的感受。你觉得更积极还是更不积极？,该协议是否让您感觉更好，还是产生了相反的效果？,18,HIGH
所有情绪,完成协议后，您现在感觉如何？,谢谢你。如果您能指出这项活动是否让您感觉比开始前更好或更糟，那将非常有帮助。,18,LOW
所有情绪,在完成协议后，您能确定您现在的感受吗？,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,18,HIGH
所有情绪,完成协议后，您现在感觉如何？,现在你已经完成了，让我们谈谈你现在的感受。你觉得更积极还是更不积极？,18,LOW
所有情绪,采取此协议后，您感觉更好还是更糟？,你感觉更好还是更糟？,18,HIGH
所有情绪,接受此协议后，您感觉如何，您认为它对您有帮助吗？,该协议是否让您感觉更好或更糟？,18,LOW
所有情绪,执行此协议后，您现在感觉如何，您感觉更好还是更糟？,采取此协议后，您感觉更好还是更糟？,18,LOW
所有情绪,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,谢谢，我想知道你现在感觉如何。您认为该协议有任何积极或消极影响吗？,18,LOW
所有情绪,采取此协议后，您感觉更好还是更糟？,我知道执行协议可能很困难且要求很高。你现在感觉如何，你会说你感觉更好还是更糟？,18,HIGH
所有情绪,感谢您尝试该协议。如果您考虑一下服用前的感觉和现在的感觉，您会说您感觉更好还是更糟？,现在，这样做后立即感觉好转或恶化是完全正常的。你说完成协议后的感受如何？,18,HIGH
所有情绪,该协议是否让您感觉更好或更糟？,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,18,HIGH
所有情绪,感谢您花时间完成协议。它让你感觉如何——更好或更糟？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,HIGH
所有情绪,我想问你这是怎么回事。它让你感觉好些了吗，还是产生了相反的效果？,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？,18,HIGH
所有情绪,感谢您的确认，我希望您不介意与我分享您在接受此协议后的感受。你觉得你感觉比以前更好还是更糟？,完成协议后，您现在感觉如何？,18,HIGH
所有情绪,在完成协议后，您能确定您现在的感受吗？,你在这方面做得很好。接受这个协议后你感觉如何？,18,HIGH
所有情绪,谢谢你。如果您能指出这项活动是否让您感觉比开始前更好或更糟，那将非常有帮助。,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,18,HIGH
所有情绪,完成方案后，你能告诉我你感觉好些还是坏了？,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？,18,HIGH
所有情绪,做完这些后你感觉如何，你感觉好些了还是更糟了？,你现在感觉怎么样？我希望它对你有用。,18,HIGH
所有情绪,既然协议已经完成，你的感觉和之前的感觉有什么不同吗？,谢谢，希望对你有帮助。你能告诉我你在接受这个协议后感觉好些还是坏了？,18,LOW
所有情绪,感谢您完成协议。你会说你感觉比以前更好还是更糟？,该协议是否让您感觉更好或更糟？,18,LOW
所有情绪,感谢您完成协议。你会说你感觉比以前更好还是更糟？,欢迎回来！接受协议后你感觉如何？,18,LOW
所有情绪,接受这个协议后，你感觉如何？,你感觉更好还是更糟？,18,LOW
所有情绪,谢谢，我知道这可能要求很高。该协议是否让您感觉比以前更好或更糟？,接受此协议后，您感觉如何，您认为它对您有帮助吗？,18,HIGH
所有情绪,你现在感觉怎么样？我希望它对你有用。,谢谢你这样做。它是否有所作为，如果是这样，您现在感觉好些了，还是更糟了？,18,LOW
所有情绪,采取此协议后，您感觉更好还是更糟？,现在，这样做后立即感觉好转或恶化是完全正常的。你说完成协议后的感受如何？,18,HIGH
所有情绪,谢谢，我知道这可能要求很高。该协议是否让您感觉比以前更好或更糟？,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？,18,HIGH
所有情绪,你在这方面做得很好。接受这个协议后你感觉如何？,现在你已经尝试了这个协议并走到了尽头，你对你的情况感觉更好还是更糟？,18,LOW
所有情绪,遵循协议后，您现在感觉如何，您的情绪是否有所改善，或者您是否感到不自在？,完成此协议后，您感觉如何，好还是坏？,18,HIGH
所有情绪,现在你已经尝试了这个协议并走到了尽头，你对你的情况感觉更好还是更糟？,完成此协议后，您感觉如何，好还是坏？,18,HIGH
所有情绪,我知道执行协议可能很困难且要求很高。你现在感觉如何，你会说你感觉更好还是更糟？,谢谢你。如果您能指出这项活动是否让您感觉比开始前更好或更糟，那将非常有帮助。,18,LOW
所有情绪,我希望协议有所帮助。你感觉好些了还是更糟了？,既然协议已经完成，你的感觉和之前的感觉有什么不同吗？,18,HIGH
所有情绪,谢谢，我知道这可能要求很高。该协议是否让您感觉比以前更好或更糟？,你现在感觉如何？我希望它有帮助。,18,HIGH
所有情绪,你说你现在感觉如何，好还是坏？,现在，这样做后立即感觉好转或恶化是完全正常的。你说完成协议后的感受如何？,18,HIGH
所有情绪,在完成协议后，您能确定您现在的感受吗？,采取此协议后，您感觉更好还是更糟？,18,LOW
所有情绪,做完这些后你感觉如何，你感觉好些了还是更糟了？,你在这方面做得很好。接受这个协议后你感觉如何？,18,HIGH
所有情绪,现在你已经尝试了这个协议并走到了尽头，你对你的情况感觉更好还是更糟？,感谢您完成协议。你会说你感觉比以前更好还是更糟？,18,HIGH
所有情绪,采取此协议后，您感觉更好还是更糟？,你认为这让你感觉更好还是让你感觉更糟？,18,HIGH
所有情绪,谢谢你这样做。它是否有所作为，如果是这样，您现在感觉好些了，还是更糟了？,完成协议后，您现在感觉如何？,18,HIGH
所有情绪,遵循协议后，您现在感觉好些了吗？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,HIGH
所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,HIGH
所有情绪,你现在感觉如何？我希望它有帮助。,谢谢你这样做。它是否有所作为，如果是这样，您现在感觉好些了，还是更糟了？,18,LOW
所有情绪,遵循协议后，您现在感觉如何，您的情绪是否有所改善，或者您是否感到不自在？,采取此协议后，您感觉更好还是更糟？,18,LOW
所有情绪,感谢您花时间完成协议。它让你感觉如何——更好或更糟？,接受这个协议后，你感觉如何？,18,HIGH
所有情绪,现在你已经完成了，让我们谈谈你现在的感受。你觉得更积极还是更不积极？,你现在感觉怎么样？我希望它对你有用。,18,HIGH
所有情绪,谢谢，我想知道你现在感觉如何。您认为该协议有任何积极或消极影响吗？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,HIGH
所有情绪,现在你已经完成了，让我们谈谈你现在的感受。你觉得更积极还是更不积极？,你在这方面做得很好。接受这个协议后你感觉如何？,18,HIGH
所有情绪,感谢您花时间完成协议。它让你感觉如何——更好或更糟？,接受此协议后，您感觉如何，您认为它对您有帮助吗？,18,HIGH
所有情绪,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？,你现在感觉如何，这是否有助于让你感觉更好，或者不是真的？,18,LOW
所有情绪,你现在感觉如何，这是否有助于让你感觉更好，或者不是真的？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,HIGH
所有情绪,你现在感觉如何？我希望它有帮助。,欢迎回来！接受协议后你感觉如何？,18,LOW
所有情绪,谢谢，我知道这可能要求很高。该协议是否让您感觉比以前更好或更糟？,采取此协议后，您感觉更好还是更糟？,18,LOW
所有情绪,做完这个协议后，你感觉如何？我希望它有所帮助。,在完成协议后，您能确定您现在的感受吗？,18,LOW
所有情绪,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,你感觉更好还是更糟？,18,LOW
所有情绪,非常感谢您接受本协议。完成后，您最初的感受是什么，您感觉好些了还是更糟了？,该协议是否让您感觉更好或更糟？,18,LOW
所有情绪,谢谢，希望对你有帮助。你能告诉我你在接受这个协议后感觉好些还是坏了？,既然协议已经完成，你的感觉和之前的感觉有什么不同吗？,18,HIGH
所有情绪,该协议是否让您感觉更好或更糟？,采取此协议后，您感觉更好还是更糟？,18,LOW
所有情绪,采取此协议后，您感觉更好还是更糟？,做完这个协议后，你感觉如何？我希望它有所帮助。,18,HIGH
所有情绪,完成协议后，您现在感觉如何？,执行此协议后，您现在感觉如何，您感觉更好还是更糟？,18,LOW
所有情绪,你说你现在感觉如何，好还是坏？,接受这个协议后，你感觉如何？,18,HIGH
所有情绪,谢谢，我想知道你现在感觉如何。您认为该协议有任何积极或消极影响吗？,做完这个协议后，你感觉如何？我希望它有所帮助。,18,HIGH
所有情绪,该协议是否帮助您感觉更好，或者您感觉更糟？,感谢您完成协议。你会说你感觉比以前更好还是更糟？,18,HIGH
所有情绪,谢谢，希望对你有帮助。你能告诉我你在接受这个协议后感觉好些还是坏了？,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,18,HIGH
所有情绪,你说你现在感觉如何，好还是坏？,你在这方面做得很好。接受这个协议后你感觉如何？,18,HIGH
所有情绪,做完这些后你感觉如何，你感觉好些了还是更糟了？,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,18,HIGH
所有情绪,你现在感觉如何？我希望它有帮助。,你说你服用后感觉好些了还是更糟了？我真的希望我希望协议对您有所帮助，但如果情况并非如此，请随时告诉我。,18,LOW
所有情绪,你现在感觉怎么样？我希望它对你有用。,遵循协议后，您现在感觉如何，您的情绪是否有所改善，或者您是否感到不自在？,18,LOW
所有情绪,该协议是否帮助您感觉更好，或者您感觉更糟？,感谢您确认您已接受此协议，我希望这对您来说是一次积极的体验。请问您现在感觉比开始协议之前好还是不好？,18,HIGH
所有情绪,你认为这让你感觉更好还是让你感觉更糟？,没关系。既然你已经完成了协议，你能说你比开始之前感觉好还是坏？,18,HIGH
所有情绪,我想问您对协议的看法，以及它是否对您有帮助。你感觉好些了，还是真的让你感觉更糟了？,你现在感觉如何？我希望它有帮助。,18,HIGH
所有情绪,你现在感觉如何？我希望它有帮助。,谢谢，希望对你有帮助。你能告诉我你在接受这个协议后感觉好些还是坏了？,18,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,你觉得你想看看另一个协议吗？,19,HIGH
所有情绪,太好了，很高兴听到这个消息！您想尝试其他协议吗？,很抱歉让你感觉更糟。您是否准备好尝试不同的协议，哪个可能更适合您？,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,您愿意尝试另一种可能效果更好的协议吗？,19,HIGH
所有情绪,优秀的！您想尝试其他协议吗？,我们可以尝试其他协议。你愿意接受吗？,19,LOW
所有情绪,我很高兴您发现这有帮助，并且您这样做后感觉好一些。你认为你也会从另一个协议中受益吗？,那太棒了。如果您有兴趣，我还有一些协议也应该有所帮助？,19,LOW
所有情绪,哦，那不好。你认为我们可以再试一次吗，也许使用完全不同的协议？,我很高兴你感觉好多了，我觉得这很棒！您想尝试其他协议吗？,19,HIGH
所有情绪,好的。你想再做一个吗？,很抱歉它对你不起作用。我们试试不同的怎么样？,19,LOW
所有情绪,太好了，这是朝着正确方向迈出的一步。我认为尝试另一种协议是个好主意，你怎么看？,您想尝试另一种协议吗？ （病人感觉好多了）,19,LOW
所有情绪,那太棒了。您想尝试附加协议吗？,您想尝试另一种协议吗？ （病人感觉好多了）,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很抱歉听到这个消息。您想尝试其他协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,太好了，我真的很高兴！您是否也愿意尝试另一种协议？,19,HIGH
所有情绪,您想尝试另一种协议吗？,这是一个好的开始。你想继续我建议的另一个协议吗？,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉它没有为您解决，但是我可以推荐其他选择。你想尝试另一个吗？,19,HIGH
所有情绪,我很抱歉听到这个。您想尝试另一种协议吗？,我很高兴你在完成最后一个协议后感觉好多了。你想尝试另一个吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉，这并没有让您感觉好些，有时可能需要尝试不同的协议才能感觉好些。你想尝试另一种希望对你更有帮助的吗？,19,HIGH
所有情绪,我很高兴你感觉好多了，我觉得这很棒！您想尝试其他协议吗？,很抱歉这个练习让你感觉更糟，有时不同的方法对不同的人更有效。您是否愿意尝试其他协议？,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,你认为你想尝试另一种协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很抱歉听到这个。您想尝试另一种协议吗？,19,HIGH
所有情绪,您想尝试另一种协议，看看它是否也能让您感觉更好吗？,这是非常积极的。你想试试另一个吗？,19,HIGH
所有情绪,你认为你想尝试另一种协议吗？,我很抱歉你感觉更糟。也许我们应该坐下来尝试另一种可能对您更有益的协议？,19,LOW
所有情绪,很抱歉这没有帮助。您想尝试其他协议吗？,这真的很好，做得很好。如果您愿意，您可以选择另一个协议进行工作。,19,HIGH
所有情绪,有这种感觉是完全正常的，你不是一个人。您想尝试不同的协议，看看它是否能让您感觉好些吗？,好的。你想再做一个吗？,19,HIGH
所有情绪,您想尝试另一种协议，看看它是否也能让您感觉更好吗？,这真是个好消息！您想尝试不同的协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉，该协议无法帮助您。你想尝试另一个吗？,19,HIGH
所有情绪,这是完全正常的，尽管我当然希望这对您来说是一种更积极的体验。我们再试一次怎么样？,这真是个好消息。我们试试另一个，看看我们怎么样？,19,HIGH
所有情绪,这有时会发生，但这里有更多协议可能对您更有效。你想尝试另一个，看看它是否有帮助？,您想尝试另一种协议吗？ （病人感觉更糟）,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我们可以尝试其他协议。你愿意接受吗？,19,HIGH
所有情绪,这真的很好，做得很好。如果您愿意，您可以选择另一个协议进行工作。,很抱歉，该协议无法帮助您。你想尝试另一个吗？,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,啊，那不好，也许换个选择会更好。你想再做一个吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,您想尝试另一种协议吗？,19,HIGH
所有情绪,听到这个我真的很抱歉。如果您愿意，我可以建议另一种可能有帮助的协议。,非常好。正如您暗示的那样，您感觉心情更好，您想继续执行另一个协议吗？,19,HIGH
所有情绪,太棒了！你想尝试另一种协议吗？,听起来还不错。您想尝试其他协议吗？,19,HIGH
所有情绪,那好极了！尝试另一种协议会让你感觉更好吗？,你认为你想尝试另一种协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,太棒了！你想尝试另一种协议吗？,19,HIGH
所有情绪,听起来还不错。您想尝试其他协议吗？,你想用不同的方式再试一次吗？,19,LOW
所有情绪,优秀的！在这种情况下，您想继续使用另一个协议吗？,太好了，我很高兴它有所帮助。您想尝试其他协议吗？,19,LOW
所有情绪,这太妙了！尝试另一种协议你会觉得舒服吗？,我真的很高兴这个协议让你感觉好多了。你认为如果你尝试另一种协议会有帮助吗？如果是这样，您现在想尝试另一个吗？,19,LOW
所有情绪,太好了，很高兴听到这个消息！您想尝试其他协议吗？,如果您感觉更糟，请不要担心，这可能会发生，但我们仍然可以解决它。我们要不要尝试不同的协议，然后看看你感觉如何？,19,LOW
所有情绪,听起来还不错。会做更多的帮助吗？,这有时会发生，但这里有更多协议可能对您更有效。你想尝试另一个，看看它是否有帮助？,19,LOW
所有情绪,很好，我很高兴它正在工作。我们要不要试试另一个？,我很抱歉你感觉更糟。也许我们应该坐下来尝试另一种可能对您更有益的协议？,19,LOW
所有情绪,你认为你想尝试另一种协议吗？,您想尝试另一种协议，看看它是否也有效吗？,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,我很抱歉听到这个。我们应该尝试另一个吗？,19,HIGH
所有情绪,那太棒了！您想采用另一种协议吗？,您想尝试另一种协议吗？ （病人感觉好多了）,19,LOW
所有情绪,听起来还不错。您想尝试其他协议吗？,我很遗憾听到你有这种感觉。您想尝试其他协议吗？,19,LOW
所有情绪,好吧，那很不幸，我道歉。有许多不同的协议可供选择，那么您想尝试另一种协议吗？,优秀的！您想尝试其他协议吗？,19,HIGH
所有情绪,这有时会发生，但这里有更多协议可能对您更有效。你想尝试另一个，看看它是否有帮助？,我很高兴您发现这有帮助，并且您这样做后感觉好一些。你认为你也会从另一个协议中受益吗？,19,HIGH
所有情绪,很高兴听到。您想在感觉好些时尝试另一种协议吗？,您想看看其他人是否也有同样的帮助吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我很高兴它有所帮助。你认为你可能喜欢做另一个协议吗？,19,HIGH
所有情绪,我们可以尝试其他协议。你愿意接受吗？,您想尝试另一种协议吗？ （病人感觉更糟）,19,LOW
所有情绪,你认为你想尝试另一种协议吗？,我很抱歉听到这个。您想尝试另一种协议吗？,19,LOW
所有情绪,我很遗憾听到。您想尝试不同的协议吗？,那太棒了！您想采用另一种协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我真的很高兴你感觉好多了。也许您准备好尝试另一种协议？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,这真是个好消息。我们试试另一个，看看我们怎么样？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,真是太好听了。您想继续并选择另一个协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,尝试不同的协议，看看是否能让你感觉更好呢？,19,HIGH
所有情绪,你认为你想尝试另一种协议吗？,我很抱歉听到这个消息。您想尝试其他协议吗？,19,LOW
所有情绪,很抱歉让你感觉更糟。您是否准备好尝试不同的协议，哪个可能更适合您？,这真是个好消息。我们试试另一个，看看我们怎么样？,19,HIGH
所有情绪,这是完全正常的，尽管我当然希望这对您来说是一种更积极的体验。我们再试一次怎么样？,你认为你想尝试另一种协议吗？,19,HIGH
所有情绪,好的！你也想尝试不同的吗？,您想尝试另一种协议，看看它是否也能让您感觉更好吗？,19,LOW
所有情绪,很抱歉，这并没有让您感觉好些，有时可能需要尝试不同的协议才能感觉好些。你想尝试另一种希望对你更有帮助的吗？,太好了，谢谢你的时间。您想继续使用另一个协议吗？,19,HIGH
所有情绪,我很高兴你在完成最后一个协议后感觉好多了。你想尝试另一个吗？,好的，我知道你的感受了。我可以提出不同的建议供您尝试吗？,19,LOW
所有情绪,您想看看其他人是否也有同样的帮助吗？,我很遗憾听到你感觉更糟。也许你想尝试另一种协议？,19,LOW
所有情绪,太好了，谢谢你的时间。您想继续使用另一个协议吗？,我明白了，我很遗憾听到这个消息。你觉得不同的协议可能有帮助吗？,19,LOW
所有情绪,这真是个好消息。如果您愿意，我们可以尝试另一种协议。,您想尝试另一种协议吗？ （病人感觉好多了）,19,LOW
所有情绪,太好了，很高兴听到这个消息！您想尝试其他协议吗？,好的，我知道你的感受了。我可以提出不同的建议供您尝试吗？,19,LOW
所有情绪,那太棒了。您想尝试附加协议吗？,优秀的！在这种情况下，您想继续使用另一个协议吗？,19,HIGH
所有情绪,我明白了，我很遗憾听到这个消息。你觉得不同的协议可能有帮助吗？,我很高兴你感觉好多了，我觉得这很棒！您想尝试其他协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很抱歉它现在不合适，我们可能需要尝试一些想法才能找到我们的方法。你现在准备好尝试另一个了吗？,19,HIGH
所有情绪,这真的很好，做得很好。如果您愿意，您可以选择另一个协议进行工作。,您想尝试另一种协议，看看它是否也能让您感觉更好吗？,19,LOW
所有情绪,太好了，我很高兴它有所帮助。您想尝试其他协议吗？,优秀的！您想尝试其他协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,没关系。你想尝试另一种协议吗？,19,HIGH
所有情绪,优秀的！您想尝试其他协议吗？,您想尝试一些可能更合适的不同的东西吗？,19,LOW
所有情绪,很抱歉它没有为您解决，但是我可以推荐其他选择。你想尝试另一个吗？,你认为你想尝试另一种协议吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,听到这个我真的很抱歉。如果您愿意，我可以建议另一种可能有帮助的协议。,19,HIGH
所有情绪,听到这个我真的很抱歉。如果您愿意，我可以建议另一种可能有帮助的协议。,您想尝试另一种协议吗？ （病人感觉更糟）,19,LOW
所有情绪,我很高兴你在完成最后一个协议后感觉好多了。你想尝试另一个吗？,我很遗憾听到你有这种感觉。您想尝试其他协议吗？,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,很高兴听您这么说。您还想尝试其他协议吗？,19,HIGH
所有情绪,很抱歉这个练习让你感觉更糟，有时不同的方法对不同的人更有效。您是否愿意尝试其他协议？,您想尝试另一种协议吗？ （病人感觉更糟）,19,LOW
所有情绪,我很高兴协议能够提供帮助。你想尝试另一个吗？,如果您感觉更糟，请不要担心，这可能会发生，但我们仍然可以解决它。我们要不要尝试不同的协议，然后看看你感觉如何？,19,LOW
所有情绪,我很抱歉听到这个消息。您想尝试其他协议吗？,听起来还不错。会做更多的帮助吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,好的。你想再做一个吗？,19,HIGH
所有情绪,我很高兴你感觉好多了，我觉得这很棒！您想尝试其他协议吗？,我很抱歉听到这个。您想尝试不同的协议，看看它是否更有效？,19,LOW
所有情绪,您想看看其他人是否也有同样的帮助吗？,我很抱歉听到这个。您想尝试另一种协议吗？,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,并非每个协议都适用于所有人，没关系，我建议不要放弃并重试。你想一起尝试另一个吗？,19,HIGH
所有情绪,好的，很高兴听到。你想尝试另一个吗？,很抱歉它没有为您解决，但是我可以推荐其他选择。你想尝试另一个吗？,19,LOW
所有情绪,太好了，我真的很高兴！您是否也愿意尝试另一种协议？,这是一个好的开始。你想继续我建议的另一个协议吗？,19,LOW
所有情绪,我很高兴您发现这有帮助，并且您这样做后感觉好一些。你认为你也会从另一个协议中受益吗？,你会很高兴再做一次吗？如果是这样，我可以推荐不同的协议。,19,LOW
所有情绪,您想尝试不同的协议吗？,听起来还不错。会做更多的帮助吗？,19,HIGH
所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,非常好。正如您暗示的那样，您感觉心情更好，您想继续执行另一个协议吗？,19,HIGH
所有情绪,非常好。正如您暗示的那样，您感觉心情更好，您想继续执行另一个协议吗？,真是太好听了。您想继续并选择另一个协议吗？,19,LOW
所有情绪,非常好。正如您暗示的那样，您感觉心情更好，您想继续执行另一个协议吗？,您想尝试另一种协议吗？ （病人感觉好多了）,19,LOW
所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,这并不理想，但请不要放弃，有些协议有时会激起一些负面情绪，这是正常的。您想此时尝试另一种协议吗？,19,HIGH
