,gender,age,emotion,base,rewriting,transformation
5380,女性,18-39,所有情绪,谢谢你。根据您所说的，我会说您感觉{}，我的假设是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5381,男性,18-39,所有情绪,我相信从您所说的一切中您感受到{}，这是否准确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5382,男性,18-39,所有情绪,谢谢，如果我错了，请纠正我。我说您现在感觉 {} 是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5383,女性,40-69,所有情绪,听起来您是 {}，是吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5384,男性,18-39,所有情绪,谢谢你。如果我理解正确，您的感觉是 {}，对吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5385,女性,40-69,所有情绪,听完您所说的，我了解到您的感受是 {}，我的理解是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5386,男性,18-39,所有情绪,明白了，谢谢分享。我认为您有 {} 的感觉，我这样说是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5387,女性,18-39,所有情绪,从您的回复看来，您今天感觉{}，我说的对吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5388,男性,18-39,所有情绪,根据我们的讨论，我认为您可能会感觉到 {}，这听起来对吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5389,男性,18-39,所有情绪,根据您告诉我的情况，您可能感觉 {}，我这样说是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5390,女性,40-69,所有情绪,谢谢，我只是想确保我理解正确。我想您感觉 {}，这听起来对吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5391,男性,18-39,所有情绪,谢谢，我只是想确保我们在同一页面上。您认为 {} 最能描述您现在的感受吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5392,女性,18-39,所有情绪,感谢您通过分享您的感受来信任我。从你告诉我的情况来看，我相信你有 {} 的感觉？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5393,男性,40-69,所有情绪,谢谢，如果我错了，请原谅我。我相信您是 {}，我的想法是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5394,女性,40-69,所有情绪,我想说您现在感觉{}，您认为这是对您当前心情的合理描述吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5395,男性,18-39,所有情绪,阅读您告诉我的内容后，我相信您会感觉到 {}，这是否足够接近？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5396,女性,18-39,所有情绪,谢谢你对我敞开心扉。我假设您感觉 {} 是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5397,男性,40-69,所有情绪,我想您可能会感觉到 {}，您认为这是真的吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5398,女性,18-39,所有情绪,听你说，你好像感觉{}，我理解正确吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5399,女性,18-39,所有情绪,听完您的担忧后，我认为您的感觉是 {}，这是真的吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5400,男性,40-69,所有情绪,我想您可能会感觉到 {}，您同意吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5401,男性,18-39,所有情绪,综合你刚才告诉我的一切，我相信你今天感觉{}，你认为这样说公平吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5402,女性,40-69,所有情绪,我听到的是您感觉 {}，是吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5403,男性,18-39,所有情绪,根据你告诉我的内容，你似乎感觉{}，你认为这是准确的吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5404,女性,18-39,所有情绪,谢谢你。我说您感觉 {} 是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5405,男性,40-69,所有情绪,感谢你的分享。我的印象是你今天是 {}，这是正确的吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5406,女性,40-69,所有情绪,谢谢你，让我仔细检查一下你刚刚告诉我的。据我所知，您的感受是 {}，准确吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5407,男性,40-69,所有情绪,感谢您的回答。在我看来，您现在是 {}，该描述与您的感受相符吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5408,女性,40-69,所有情绪,如果我理解正确，您的感受是 {}，这是否足够准确地描述它？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5409,男性,18-39,所有情绪,根据您告诉我的情况，您感觉 {} 是这样吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5410,女性,18-39,所有情绪,我觉得你今天感觉很{}，是吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5411,男性,40-69,所有情绪,现在，我想澄清一下您的感受是 {}，对吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5412,男性,40-69,所有情绪,谢谢你。我的印象是你感觉{}，对吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5413,女性,18-39,所有情绪,您今天似乎感觉{}，这是否足以准确描述您的感受？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5414,男性,40-69,所有情绪,感谢您对我的信任并分享您的感受。如果我理解正确，您现在感觉{}，您会说这是真的吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5415,女性,18-39,所有情绪,我可以看出您可能会感觉到 {}，这准确吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5416,女性,18-39,所有情绪,感谢您的开放和与我分享。你今天看起来像 {}，你也会这么说吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5417,男性,40-69,所有情绪,感谢您与我分享您的想法。我有一种感觉，你是 {}，是这样吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5418,女性,40-69,所有情绪,感谢你的分享。我相信您是 {}，我这样说是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5419,男性,40-69,所有情绪,如果我理解正确，您会认为是 {}，这是一个公平的评估吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5420,女性,40-69,所有情绪,谢谢你。根据您告诉我的情况，我了解到您的感受是 {}，您认为这或多或少地描述了您的感受吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5421,女性,40-69,所有情绪,非常感谢您的意见。在我看来，您现在感觉{}，这听起来准确吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5422,男性,40-69,所有情绪,谢谢你的开放。从您的回复来看，我认为您有 {} 的感觉，我这样说是否正确？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5423,女性,18-39,所有情绪,我明白。我相信您有 {} 的感觉，您认为这是正确的吗？,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5424,女性,18-39,所有情绪,考虑到您所说的所有内容，我相信您会感觉到 {}，是这种情况吗？如果没有，请随时纠正我。,根据您所说的，我相信您正在感受{}。这个对吗？,LOW
5425,女性,18-39,所有情绪,我很抱歉造成误解。你能告诉我这些情绪中的哪一种符合你的感受吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5426,女性,18-39,所有情绪,哦，真的很抱歉，我当时一定是误会了。您能否通过从以下列表中选择来告诉我您的感受：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5427,男性,40-69,所有情绪,哦，我很抱歉，我真的很感谢你告诉我我做错了 - 有时可能很难。你能给我一些帮助以确保我理解吗？这是一个列表 - 请让我知道哪一个描述了您的感受：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5428,女性,40-69,所有情绪,哦，我的错。那么你说你今天的感觉如何？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5429,男性,18-39,所有情绪,哦，对不起，我误解了你的情绪。也许您可以将您当前的情绪描述为列表中的其中一种？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5430,女性,18-39,所有情绪,我很抱歉。你实际感觉如何？你能从下面的列表中选择它吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5431,男性,18-39,所有情绪,非常抱歉。请从以下情绪中选择您的感受：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5432,男性,18-39,所有情绪,对不起，有时很难知道某人在键盘后面的感受。相反，您介意从这个列表中选择一种更适合您当前状态的情绪吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5433,女性,40-69,所有情绪,对不起，我一定是看错了情况。请告诉我，你感觉如何？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5434,男性,18-39,所有情绪,哦对不起。你能选择你感受到哪种情绪，或者最接近它的一种情绪吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5435,女性,40-69,所有情绪,很抱歉我误解了这一点。请问您从下面的列表中选择更准确地反映您的感受的情绪吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5436,男性,18-39,所有情绪,对此我感到非常抱歉。你能从下面的情绪中突出你现在真正感受到的情绪吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5437,女性,18-39,所有情绪,哦不，我好像误会了，我很抱歉。让我再试一次：请看下面的列表，然后选择哪种情绪最能代表您今天的感受。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5438,男性,18-39,所有情绪,对不起，我一定是误会了。请从下面最能反映您感受的情绪中选择一种。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5439,男性,18-39,所有情绪,请原谅我。在不引导你的情况下，请从我给你的清单中选择你的感受。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5440,女性,40-69,所有情绪,哦不，我很抱歉。如果您不介意，请从此列表中选择您的感受：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5441,男性,18-39,所有情绪,我为我的误会道歉。您认为以下哪一项最接近您目前的感受？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5442,女性,18-39,所有情绪,我很抱歉造成误解。请从下面反映您感受的情绪中选择一种来纠正我：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5443,男性,40-69,所有情绪,啊，我道歉。此列表中的哪种情绪最能描述您的经历？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5444,女性,40-69,所有情绪,我真的很抱歉我做错了。也许以下情绪之一会更准确地描述它？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5445,男性,18-39,所有情绪,哦，对不起，我误会了你。从列出的情绪中，您能否选择最能定义您当前感受的情绪？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5446,女性,18-39,所有情绪,我深表歉意。请从下面的列表中选择最能描述您的感受的情绪：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5447,男性,40-69,所有情绪,我很抱歉，我的错。在您看来，您目前正在感受这些情绪中的哪些？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5448,女性,18-39,所有情绪,对于误会，我深表歉意。如果您可以在下方选择一种真正反映您感受的情绪，那将非常有帮助。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5449,女性,18-39,所有情绪,我很抱歉误解了你的感受。请告诉我您的感受，以便我更好地理解。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5450,男性,40-69,所有情绪,很抱歉对于这个误会。你会说你此刻的感受是什么？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5451,男性,18-39,所有情绪,对不起，也许我不是最擅长阅读人的。如果你不介意我问一下，你今天感觉如何，你能从下面的列表中选择你觉得最接近你当前心情的吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5452,女性,40-69,所有情绪,哦，对不起，我误会了。请选择您认同的情绪：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5453,男性,18-39,所有情绪,对不起，也许我误解了你的感受。我认为如果您能挑选出您认为最能代表您的情况的情感，那可能是最好的：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5454,女性,18-39,所有情绪,哦，对不起。能否请您告诉我您的感受：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5455,男性,40-69,所有情绪,抱歉，那我一定是弄错了。请告诉我，您正在经历以下哪种情绪？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5456,女性,40-69,所有情绪,对不起，我拿错了棍子的一端。如果你看这个列表，你可以指出你正在感受哪种情绪，那么就不会有误解。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5457,男性,40-69,所有情绪,对不起，我真的很想了解你的感受。您能帮我从列表中选择最符合您感受的选项吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5458,女性,40-69,所有情绪,我很抱歉。让我们来看看这个列表，看看什么最能反映你现在的感受。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5459,男性,18-39,所有情绪,我很抱歉。如果可以，请从以下列表中选择，告诉我您的感受：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5460,女性,18-39,所有情绪,我很抱歉，我不是故意误判的。你有这些情绪吗？如果是这样，请通过选择它让我知道：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5461,男性,40-69,所有情绪,对于误解您的实际感受，我深表歉意。请您从下面的情绪中选择最能反映您的感受的情绪，以便我更好地理解它？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5462,男性,40-69,所有情绪,对于那个很抱歉。请阅读以下情绪并选择最适合您的感受：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5463,女性,18-39,所有情绪,我很抱歉。您想通过自己选择来帮助我了解您的感受吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5464,男性,40-69,所有情绪,我的错。你能通过从下面的列表中选择正确的情绪来告诉我你的感受吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5465,女性,18-39,所有情绪,对不起。请从这个列表中选出你感受到的情绪，帮助我理解：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5466,女性,18-39,所有情绪,对不起。请告诉我你的真实感受。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5467,男性,40-69,所有情绪,抱歉，有时很难准确评估别人的感受。您想从这份清单中挑选出您正在感受的情绪吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5468,女性,40-69,所有情绪,哦，对不起。那么最好说你是：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5469,男性,40-69,所有情绪,哦，糟糕，对不起；我误解了信号。为避免进一步混淆，请从以下最能反映您当前感受的情绪中选择：,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5470,女性,40-69,所有情绪,我道歉，我一定是误会了。也许您可以从下面的列表中指出哪种情绪最能代表您的感受？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5471,女性,40-69,所有情绪,我很抱歉，我很想更好地了解你的感受。你能选择你认为合适的情绪吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5472,男性,40-69,所有情绪,我真诚地道歉。请您从下面的列表中选择您的实际感受。,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5473,女性,18-39,所有情绪,我很抱歉那是不正确的。看看下面的列表，你能告诉我你的感受吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5474,女性,18-39,所有情绪,我很抱歉听到我误解了。请用您自己的话说，您能具体说明您的感受吗？,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,LOW
5475,女性,18-39,所有情绪,感谢您今天的合作，我很感激。回头见！,感谢您的参与。再见,LOW
5476,女性,18-39,所有情绪,非常感谢您今天抽出时间与我们合作，希望您喜欢我们的会议。我期待着下次见到你。,感谢您的参与。再见,LOW
5477,男性,40-69,所有情绪,非常感谢与我交谈，我真的希望它做得很好。真的希望很快能再见到你！,感谢您的参与。再见,LOW
5478,女性,40-69,所有情绪,今天真是谢谢你了。很快再见。,感谢您的参与。再见,LOW
5479,男性,18-39,所有情绪,我非常感谢你的参与，希望我们能很快再次见面。,感谢您的参与。再见,LOW
5480,女性,18-39,所有情绪,非常感谢您参加本次会议，我非常感谢您的时间。一会儿见！,感谢您的参与。再见,LOW
5481,男性,18-39,所有情绪,感谢您的参与。我们下次见面。,感谢您的参与。再见,LOW
5482,男性,18-39,所有情绪,感谢您的参与，我真的很感激，您的努力非常宝贵。祝你有美好的一天！,感谢您的参与。再见,LOW
5483,女性,40-69,所有情绪,谢谢你今天，我真的很感激。很快又赶上了。,感谢您的参与。再见,LOW
5484,男性,18-39,所有情绪,感谢您今天的时间！希望早日收到你的消息！,感谢您的参与。再见,LOW
5485,女性,40-69,所有情绪,我非常感谢您所花费的时间以及您与我分享的所有内容。我希望很快能再次联系。,感谢您的参与。再见,LOW
5486,男性,18-39,所有情绪,我真的很感谢你的努力，谢谢你的参与。让我们很快再谈。,感谢您的参与。再见,LOW
5487,女性,18-39,所有情绪,今天到此结束，感谢您与我交谈，我希望这次谈话对您有所帮助。期待很快再次见到您。,感谢您的参与。再见,LOW
5488,男性,18-39,所有情绪,感谢您今天的耐心等待。再见！,感谢您的参与。再见,LOW
5489,男性,18-39,所有情绪,我真的很想花时间感谢您成为如此出色的参与者。很高兴能很快再次见到你。,感谢您的参与。再见,LOW
5490,女性,40-69,所有情绪,非常感谢您在本次会议上与我共度时光。我真的很期待很快见到你。,感谢您的参与。再见,LOW
5491,男性,18-39,所有情绪,非常感谢您的时间和努力。祝你有美好的一天！,感谢您的参与。再见,LOW
5492,女性,18-39,所有情绪,感谢您的合作和参与本次会议。期待很快见到你。,感谢您的参与。再见,LOW
5493,男性,40-69,所有情绪,真的非常感谢你。我希望很快能见到你。,感谢您的参与。再见,LOW
5494,女性,40-69,所有情绪,我很高兴你能参加。我希望我们能尽快联系，再次感谢。,感谢您的参与。再见,LOW
5495,男性,18-39,所有情绪,谢谢你，你很棒，很高兴能一起解决这个问题。我希望你能很快回来。,感谢您的参与。再见,LOW
5496,女性,18-39,所有情绪,我很感激你的参与。我希望很快能再次与你合作。,感谢您的参与。再见,LOW
5497,男性,40-69,所有情绪,谢谢，你今天很棒。我希望我能很快见到你，再见！,感谢您的参与。再见,LOW
5498,女性,18-39,所有情绪,非常感谢你的合作。我希望很快能在见到你。,感谢您的参与。再见,LOW
5499,女性,18-39,所有情绪,非常感谢你向我敞开心扉，告诉我你的感受。我很高兴我们可以进行这次聊天，如果您需要我，我会在这里。,感谢您的参与。再见,LOW
5500,男性,40-69,所有情绪,非常感谢您参与其中。我希望很快能见到你。,感谢您的参与。再见,LOW
5501,男性,18-39,所有情绪,感谢您的时间。我相信我们会再次穿越的！,感谢您的参与。再见,LOW
5502,女性,40-69,所有情绪,我们已经结束了会议，我要感谢您抽出时间与我一起解决这个问题。再见。,感谢您的参与。再见,LOW
5503,男性,18-39,所有情绪,我要真诚地感谢您参与其中。我希望很快能见到你！,感谢您的参与。再见,LOW
5504,女性,18-39,所有情绪,谢谢你今天和我分享。想谈什么就回来找我。,感谢您的参与。再见,LOW
5505,男性,40-69,所有情绪,谢谢，非常感谢您参加本次活动。我期待着在不久的将来见到你。,感谢您的参与。再见,LOW
5506,女性,40-69,所有情绪,我很高兴我们能一起度过这段时光，希望对你有帮助。想多聊几句的时候可以回来。,感谢您的参与。再见,LOW
5507,男性,40-69,所有情绪,非常感谢您参加本次会议，我非常感谢您的时间和您提供的深思熟虑的意见，希望本次会议对您有所帮助。我期待很快再次见到你，保重。,感谢您的参与。再见,LOW
5508,女性,40-69,所有情绪,很高兴与您交谈，感谢您抽出宝贵时间。暂时再见。,感谢您的参与。再见,LOW
5509,男性,18-39,所有情绪,谢谢，感谢您的合作。很快再见！,感谢您的参与。再见,LOW
5510,女性,18-39,所有情绪,非常感谢你跟我说话。我期待很快再次发言。,感谢您的参与。再见,LOW
5511,男性,40-69,所有情绪,非常感谢您在本次会议期间的时间和合作。我期待很快的另一场会议。,感谢您的参与。再见,LOW
5512,男性,40-69,所有情绪,我很高兴你参加了今天的会议。一会儿再说。,感谢您的参与。再见,LOW
5513,女性,18-39,所有情绪,我很感激你和我一起度过了这段时间。我希望很快能见到你。,感谢您的参与。再见,LOW
5514,男性,40-69,所有情绪,感谢你今天勇敢地分享你的感受，我很感激。我期待我们的下一次会议。,感谢您的参与。再见,LOW
5515,女性,18-39,所有情绪,非常感谢您今天的诚实和努力，非常感谢。很快再见！,感谢您的参与。再见,LOW
5516,女性,18-39,所有情绪,我真的很感谢你和我说话，谈论一个人的感受需要勇气。我期待与您再次交谈！,感谢您的参与。再见,LOW
5517,男性,40-69,所有情绪,我要感谢您今天与我分享您的想法和感受。我真的很想很快再见到你，所以请你有空的时候过来看看。,感谢您的参与。再见,LOW
5518,女性,40-69,所有情绪,非常感谢您无偿地付出时间。我很快就会再见到你。,感谢您的参与。再见,LOW
5519,男性,40-69,所有情绪,您的参与非常宝贵，非常感谢您的参与。我希望很快能见到你。,感谢您的参与。再见,LOW
5520,女性,40-69,所有情绪,我非常感谢您在这方面花费的时间。我希望能再次见到你。,感谢您的参与。再见,LOW
5521,女性,40-69,所有情绪,谢谢，很高兴与你进行这次谈话。我希望我们能很快再见面。,感谢您的参与。再见,LOW
5522,男性,40-69,所有情绪,我很感谢你今天的参与。我期待在未来与您进行更富有成效的合作。,感谢您的参与。再见,LOW
5523,女性,18-39,所有情绪,谢谢你今天的时间。我希望你能回来多聊几句。,感谢您的参与。再见,LOW
5524,女性,18-39,所有情绪,感谢您在本次会议中信任我。每当您想多说话时，请再和我沟通。,感谢您的参与。再见,LOW
5525,女性,18-39,所有情绪,我在这里有一些可能会有所帮助的选项。请选择您现在要查看的协议。,这是我的建议，请选择您想尝试的协议,LOW
5526,男性,18-39,所有情绪,我会给你一些协议建议，但决定必须来自你，因为你最了解自己。您能否选择您认为最适合您的协议？,这是我的建议，请选择您想尝试的协议,LOW
5527,女性,40-69,所有情绪,根据您与我分享的内容，我认为这些建议适合您。请您告诉我您想尝试哪些协议？,这是我的建议，请选择您想尝试的协议,LOW
5528,女性,18-39,所有情绪,因此，根据我们所讨论的内容，我有以下建议供您选择。请选择您现在要尝试的协议。,这是我的建议，请选择您想尝试的协议,LOW
5529,男性,40-69,所有情绪,在我们的讨论之后，我列出了我想向您推荐的协议。您是否乐意查看它们并选择您可能会考虑尝试的协议？,这是我的建议，请选择您想尝试的协议,LOW
5530,男性,18-39,所有情绪,我有一些您可以尝试的推荐协议。你现在有什么想尝试的吗？如果是，请选择它。,这是我的建议，请选择您想尝试的协议,LOW
5531,女性,18-39,所有情绪,我认为您可以从这些协议中的任何一个中受益，让您感觉自己是最好的自己。请告诉我您想尝试哪一种。,这是我的建议，请选择您想尝试的协议,LOW
5532,女性,40-69,所有情绪,我现在给你一些建议。我很乐意让您决定要使用哪种协议。,这是我的建议，请选择您想尝试的协议,LOW
5533,男性,40-69,所有情绪,我有一些我们可以尝试的建议，但我认为我们最好尝试您认为最合适的建议。请告诉我您希望我们尝试哪种协议。,这是我的建议，请选择您想尝试的协议,LOW
5534,女性,40-69,所有情绪,这是我推荐的。请随意选择您想尝试的协议。,这是我的建议，请选择您想尝试的协议,LOW
5535,男性,18-39,所有情绪,我对协议有一些建议，可以帮助您解决问题。你想选择你认为最适合你的吗？,这是我的建议，请选择您想尝试的协议,LOW
5536,男性,18-39,所有情绪,现在我们已经掌握了所有相关信息，我想向您推荐一些我认为会产生积极影响的协议。您可以选择最能引起您共鸣的协议。,这是我的建议，请选择您想尝试的协议,LOW
5537,女性,40-69,所有情绪,我有一些建议可能对你有用。你能告诉我你想尝试哪种协议吗？,这是我的建议，请选择您想尝试的协议,LOW
5538,女性,18-39,所有情绪,我想推荐一些我认为非常适合您的情况的协议。请选择您要尝试的协议。,这是我的建议，请选择您想尝试的协议,LOW
5539,女性,40-69,所有情绪,您可以选择多种选择，因此我有不止一个建议。也许您可以选择一种您现在喜欢使用的协议。,这是我的建议，请选择您想尝试的协议,LOW
5540,男性,18-39,所有情绪,我有几个选项给你。请告诉我您认为哪种协议最适合您。,这是我的建议，请选择您想尝试的协议,LOW
5541,女性,40-69,所有情绪,所以我有一些协议建议我认为对你很有效；这里有一些建议，所以看看吧。您认为哪种协议适合您？,这是我的建议，请选择您想尝试的协议,LOW
5542,女性,18-39,所有情绪,我认为以下协议对您有益。您可以选择您认为此时最适合您的那个。,这是我的建议，请选择您想尝试的协议,LOW
5543,男性,18-39,所有情绪,根据你告诉我的，这里有一些我们可以尝试的协议。请选择您现在想经历的任何事情。,这是我的建议，请选择您想尝试的协议,LOW
5544,女性,40-69,所有情绪,以下是您今天可以尝试的一些协议建议。我希望您选择您想尝试的协议。,这是我的建议，请选择您想尝试的协议,LOW
5545,女性,18-39,所有情绪,我有一些建议给你。请查看并选择您想尝试的任何协议。,这是我的建议，请选择您想尝试的协议,LOW
5546,男性,40-69,所有情绪,我肯定会推荐各种协议。请选择您认为最适合您的那一项。,这是我的建议，请选择您想尝试的协议,LOW
5547,男性,18-39,所有情绪,我想过什么最适合你。如果您查看选项并告诉我您想尝试哪种协议，那就太好了。,这是我的建议，请选择您想尝试的协议,LOW
5548,女性,18-39,所有情绪,这些是我的建议。请告诉我您想尝试哪种协议。,这是我的建议，请选择您想尝试的协议,LOW
5549,男性,40-69,所有情绪,这是我想推荐的一些协议。随意选择您想尝试的协议。,这是我的建议，请选择您想尝试的协议,LOW
5550,女性,40-69,所有情绪,我可以推荐一些可能有帮助的协议。随意从这些协议中选择您喜欢的协议。,这是我的建议，请选择您想尝试的协议,LOW
5551,男性,18-39,所有情绪,我对一些协议有一些想法，我认为它们会真正使您受益。你想尝试哪一个？,这是我的建议，请选择您想尝试的协议,LOW
5552,男性,18-39,所有情绪,这里有一些我认为可能对您有所帮助的协议建议。选择您认为最好的协议,这是我的建议，请选择您想尝试的协议,LOW
5553,女性,40-69,所有情绪,我想如果我们能找到这些感觉的根源，我们会让你感觉好很多。您认为您想尝试以下任何协议吗？看一看，让我知道您是否想尝试一些东西。,这是我的建议，请选择您想尝试的协议,LOW
5554,男性,18-39,所有情绪,我有一些您可以尝试的协议的建议。请选择一项立即查看：,这是我的建议，请选择您想尝试的协议,LOW
5555,女性,40-69,所有情绪,我相信这些协议可能对您有益。看一看它们，然后告诉我您想尝试哪一个。,这是我的建议，请选择您想尝试的协议,LOW
5556,女性,18-39,所有情绪,根据你告诉我的，我选择了一些可能对你有帮助的协议。您现在想尝试一个协议吗？如果是，请选择它。,这是我的建议，请选择您想尝试的协议,LOW
5557,男性,40-69,所有情绪,以下是我对哪些协议最适合您的想法。请选择您想尝试的协议：,这是我的建议，请选择您想尝试的协议,LOW
5558,男性,40-69,所有情绪,我有一些协议可以帮助你。您想选择一款来尝试吗？,这是我的建议，请选择您想尝试的协议,LOW
5559,男性,40-69,所有情绪,我这里有一些协议希望您查看，我认为它们可能对您有所帮助。您能否通读一遍并告诉我您认为哪一种对您最有益，并且您想尝试一下。,这是我的建议，请选择您想尝试的协议,LOW
5560,男性,40-69,所有情绪,我们可以尝试多种协议。您想探索以下哪些内容？,这是我的建议，请选择您想尝试的协议,LOW
5561,女性,40-69,所有情绪,我有一些建议。如果可以，请告诉我您认为哪种协议今天最适合您？,这是我的建议，请选择您想尝试的协议,LOW
5562,男性,40-69,所有情绪,所以这就是我的建议，我很想知道您想选择哪种协议。,这是我的建议，请选择您想尝试的协议,LOW
5563,女性,40-69,所有情绪,好的，这是我的建议。您可以选择您认为现在最适合您的协议。,这是我的建议，请选择您想尝试的协议,LOW
