,emotion,base,rewriting,perplexity
824,焦虑,您觉得您在试图控制某人吗？,当涉及情绪时，总是很难保持客观，但如果可以的话，我希望你尝试一下。你是否觉得你总是更关注别人在生活中所做的事情，而不是你在生活中所做的事情？,9.385856
825,焦虑,当出现问题时，您是否总是责怪和指责自己？,我明白了，那很好，谢谢。最近，你是不是总发现事情没有按计划进行时，总是把责任推到自己身上？,15.192136
826,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢，我想再问问你对这种焦虑的感受。你内心有没有一个声音对你说，这实际上完全取决于你，你应该为这种感觉负责，或者出现问题是你的错？,14.704428
827,焦虑,当出现问题时，您是否总是责怪和指责自己？,没关系，谢谢。你是否总是把情况看得太个人化，以至于你觉得对失败负责，并认为这总是你的错？,23.127302
828,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢，请注意，如果可以的话，让我们进一步探索。有时事情可能会出错或无法解决；当这种情况发生时，你是否觉得自己总是有错？,15.203997
829,焦虑,当出现问题时，您是否总是责怪和指责自己？,很抱歉，您感觉不太好，我想知道您是否为此将责任归咎于自己。你认为你总是为每一个问题责备自己吗？,19.252115
830,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢，你的情绪和感觉是有效的，我想了解更多。您是否总是觉得生活中的任何困境或问题都应该归咎于您？,17.19773
831,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢你，如果你同意的话，我希望我们能深入挖掘一下。当事情没有按照你想要的方式发展时，你认为你总是为此责备自己吗？,13.338388
832,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢你。这里没有正确或错误的答案，探索事物是好的。当事情不像你想要的那样发展时，你认为你总是要负责吗？,21.164867
833,焦虑,当出现问题时，您是否总是责怪和指责自己？,偶尔为我们的问题责备自己是正常的，但我们应该小心不要把它变成一种破坏性的习惯。你有没有注意到你总是为任何出错的事情责备自己？,13.569014
834,焦虑,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你花时间回答这个问题。请问您是否觉得自己有一种总是将问题归咎于自己的倾向？,12.171684
835,焦虑,当出现问题时，您是否总是责怪和指责自己？,感谢您分享这个。你能告诉我你是否觉得当事情出错时你总是在责备和指责自己吗？,29.317205
836,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢你让我知道。你会不会说你很容易自责，经常因为出了问题而责备自己？,19.917345
837,焦虑,当出现问题时，您是否总是责怪和指责自己？,嗯，我明白了，谢谢你花时间回答所有这些问题，我仍在努力找出最好的帮助方式。你会说当出现问题时，你有把矛头指向自己的倾向吗？,16.691477
838,焦虑,当出现问题时，您是否总是责怪和指责自己？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常焦虑的情绪。你认为你总是为每一个错误都责备自己吗？,14.289976
839,焦虑,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。,12.926486
840,焦虑,当出现问题时，您是否总是责怪和指责自己？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？,18.819363
841,焦虑,当出现问题时，您是否总是责怪和指责自己？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？,16.101566
842,焦虑,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，即使您的行为让您感到不舒服或有任何不愉快的感觉？如果是这样，也许您可能会因为这个事件而责备自己，但这不一定是你的错？,10.108974
843,焦虑,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，而责备自己？您能够告诉我吗？谢谢。,23.07894
844,焦虑,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，即使您的负面情绪可能是由于您过度责备而导致的？如果是这样，我想知道这是怎么回事。,11.510876
845,焦虑,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时，比如说你做错了事，是您应该承担责任？您可能因为任何错误而责备自己？如果是这样，我想知道你的感受。,12.830162
846,焦虑,当出现问题时，您是否总是责怪和指责自己？,当事情没有按照你想要的方式发展，我想问你会不会怀有一些不好的感觉？你是不是总觉得这个事件是你的错，也不至于把你弄得那么难过。,12.730809
847,焦虑,当出现问题时，您是否总是责怪和指责自己？,当事情没有按照你想要的方式发展，你能告诉我你会不会又一些不好的感觉？,16.825117
848,焦虑,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情没按照你的意愿去做，或者不按计划行事时，您会因此而指责自己。,15.2295475
849,焦虑,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时是您应该承担责任，即使出错的因素不来至于您？,30.00485
850,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,有时很容易被我们自己的观点所迷惑。你通常对别人的观点持开放态度吗？,13.8955765
851,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,现在，我希望您回想一下您与朋友、家人或同事的对话。你觉得你善于倾听别人的意见，理解所有的观点吗？,14.82526
852,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我理解您的感受并且不想以任何方式冒犯您，但我确实需要询问您如何与其他人及其想法打交道。在之前的讨论中，您是否考虑过其他人关于这个问题和其他主题的观点？,14.622952
853,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢，我很欣赏你的诚实，在我看来你是一个非常开放的人，但是有时很容易过于执着于我们的信念，这会阻止我们作为个人成长。老实说，您是否觉得自己一直能够接受其他人的观点？,11.909468
854,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我希望你仔细思考并诚实地告诉我，如果你认为你最近一直在充分听取其他人的建议，并认为值得采纳这些建议。,14.477753
855,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,请回想一下之前与其他人的对话。在你之前的谈话中，你是否考虑过对方的观点，即使他们与你自己的不同？,14.672039
856,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我明白了，谢谢你，以及你如何与他人相处。你能不能坦率地说，你考虑到了别人的感受，仔细倾听了他们对你说的话？,13.14114
857,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
858,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？,16.202984
859,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。,14.659241
860,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你，这有助于我更好地了解你。你相信你是一个能够听取别人建议并付诸实践的人吗？,10.48037
861,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,13.146147
862,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。您是否相信您已经探索了所有选项，包括其他人可能向您建议的选项？,25.954185
863,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,感谢您的信任，请帮助我更好地理解。你是说，在之前的谈话中，你一直愿意听取别人的看法和意见吗？,15.176153
864,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,13.146147
865,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
866,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。您是否相信您已经探索了所有选项，包括其他人可能向您建议的选项？,25.954185
867,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,感谢您的信任，请帮助我更好地理解。你是说，在之前的谈话中，你一直愿意听取别人的看法和意见吗？,15.176153
868,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,13.146147
869,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
870,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？,16.202984
871,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。,14.659241
872,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你，这有助于我更好地了解你。你相信你是一个能够听取别人建议并付诸实践的人吗？,10.48037
873,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
874,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？,16.202984
875,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,为了让我能够帮助您，我需要知道您的生活中是否正在发生重大事件。你觉得你现在过得特别困难，无论是在工作中，在家里还是和朋友在一起？,13.2317705
876,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您耐心回答这些问题，我想专注于您现在的真实情况。这种焦虑真的比我们所说的更糟糕吗，你真的因为生活中正在发生的事情而痛苦吗？,13.471469
877,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,看起来你可能过得很艰难，请知道你可以和我谈谈。你的生活中有什么特别令人痛苦的事情吗？,13.44592
878,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问您目前在生活中是否遇到了特别的困难或困难，可能会导致您过度担心或痛苦？,13.127765
879,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你对我敞开心扉，我真的很感激。请问您是否遇到与亲人或朋友的一些问题，或者您是否处理过任何其他重大的痛苦事件？,14.599003
880,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请记住这是一个安全的空间，我在这里帮助您感觉更好。如果我问，您是否觉得您现在正在经历个人危机（例如与亲人相处困难或与朋友闹翻）？,17.92031
881,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您迄今为止分享的一切。如果我问您，您是否觉得自己正在经历特别困难的情况，无论是与家人、朋友还是亲人？,13.042748
882,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果这些问题听起来有点私人，我深表歉意。您是否正在经历某种个人危机或紧急情况，这是否是您情绪的原因？,20.242077
883,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你的坦率和诚实，我想确保你没事。考虑到正在发生的一切，您的社交和个人福祉目前是否受到特别严重的影响？,21.556444
884,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,虽然在生活中遇到一些困难是正常的，但与亲人分手或与朋友闹翻等重大事件有时会导致个人危机。你认为你现在可能正在经历一场严重的危机吗？,12.933082
885,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我希望你能足够信任我，如果你需要帮助，请告诉我。你觉得你现在正在经历一段非常艰难的时期吗？,8.522494
886,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,当人们的个人生活不顺利时，人们变得焦虑是很常见的。您的个人生活是否比平时压力更大（例如，与亲人或朋友的问题）？,15.665618
887,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你生活中的其他事情和人际关系现在进展如何。您目前是否正在经历一个特别艰难的时期，或者正面临重大问题？,13.361111
888,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,再次感谢您，我只是想确保一切正常。最近生活中有没有让你感到困扰的部分？,19.101492
889,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,也许你的压力源于你个人正在经历的一些困难。您在与亲人或朋友相处时遇到任何困难吗？,16.499577
890,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你现在一定很困难，所以我想知道有没有什么大事发生。在你的生活中，有没有什么事情感觉比平常更重要？,11.735653
891,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否正在经历家庭、朋友或亲人的问题，您的感受对您的影响是否很大？,13.903977
892,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否觉得生活中正在发生重大的问题？,18.982296
893,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,为了帮助您，我想深入挖掘一下。如果你不介意我问一下，你正在经历一场艰难的个人危机吗？,24.051554
894,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您到目前为止的回答。请问您现在是否觉得自己正在经历个人危机，或者您是否正在与周围的人遇到难以处理的人际关系困难？,11.892454
895,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你。我想知道您是否因为与朋友或家人的问题而正在经历特别困难的时刻。,17.275831
896,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您的耐心等待，我真的很感激。你能告诉我，你是否觉得在你生命中的这一刻正在经历个人危机，在工作或家庭中遇到严重的困难？,13.86372
897,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,17.246008
898,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我知道这可能很艰难，所以感谢您如此耐心地回答所有问题。您最近是否经历过强烈的情绪压力，或者您是否感到被朋友或亲人误解？,14.302849
899,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你的忧愁是否可以在更广泛的问题上解决。您在生活中是否遇到任何重大问题，例如，您是否与所爱的人闹翻了？,14.813519
900,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴听到这个！你想让我推荐一个协议来进一步增强你的积极性吗？,23.566292
901,快乐,那很好！让我推荐一个您可以尝试的协议。,哦，真是太好听了！如果您愿意，我想推荐一个符合您当前感觉的协议。,24.346098
902,快乐,那很好！让我推荐一个您可以尝试的协议。,有这种感觉真好；我希望我们能抓住它并把它装进瓶子里。我可以推荐一个协议，它可以帮助增强您的感受。,23.507006
903,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！我碰巧有一个可以帮助最大化这些积极情绪的协议，你想看看吗？,34.216515
904,快乐,那很好！让我推荐一个您可以尝试的协议。,听起来不错。我有一个协议，你可以尝试进一步改善这种感觉，信不信由你！,18.242168
905,快乐,那很好！让我推荐一个您可以尝试的协议。,听到这个消息我很高兴。您是否有兴趣查看可以尝试的协议？,27.412395
906,快乐,那很好！让我推荐一个您可以尝试的协议。,听到这个消息我很高兴！我可以建议一种可能有助于增强您的积极情绪的协议，确保您尽可能长时间地感觉良好。,20.69116
907,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴你很好。我可以给你一个协议，你可以尝试让这种良好的感觉产生更持久的影响吗？,22.997192
908,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴听到这个。我认为这将是尝试可能让您感觉更好的协议的最佳时机。,22.739136
909,快乐,那很好！让我推荐一个您可以尝试的协议。,听到这个消息我很高兴！让我们尝试一个协议，看看我们是否可以继续这样做，你怎么说？,13.2499895
910,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！我可以推荐您一项练习来增强您积极的感受吗？,42.286613
911,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到这个。我正在考虑一项可能会让您感觉更好的协议，您想听更多吗？,28.615175
912,快乐,那很好！让我推荐一个您可以尝试的协议。,太棒了，我很高兴听到它。我可以推荐一种治疗方案来增强您的积极情绪吗？,26.92343
913,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！如果你想听一听，我仍然可以推荐一个可以帮助建立这种良好感觉的协议。,25.640932
914,快乐,那很好！让我推荐一个您可以尝试的协议。,这真的很好，我很高兴听到它。如果你愿意，我可以建议一个协议来提升你的情绪。,19.034708
915,快乐,那很好！让我推荐一个您可以尝试的协议。,我真的很高兴你有这种感觉。我想我可以推荐一个可以让你感觉更快乐的协议，你想听听吗？,14.368987
916,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴你心情很好。我可以向您推荐一个协议，您可以尝试让自己感觉更好！你怎么认为？,23.614092
917,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到你心情很好。我实际上有一个有益的协议，你可以试试。,27.42952
918,快乐,那很好！让我推荐一个您可以尝试的协议。,太好了，您似乎朝着更快乐迈出了一大步！我们要不要一起选择一个协议来保持这种状态？,33.90138
919,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到你感觉很好。你目前的幸福状态真的会给你一个很好的基础来尝试一种协议，它可以帮助你巩固和建立你生活中的积极因素，帮助你最大限度地发挥幸福的潜力，我们可以试试吗？,14.068544
920,快乐,那很好！让我推荐一个您可以尝试的协议。,太棒了，总是很高兴听到。你想让我给你一个协议，让你感觉更满足吗？,27.001604
921,快乐,那很好！让我推荐一个您可以尝试的协议。,哦，我很高兴听到这个消息！感觉快乐/满足是我们都想保持的东西，所以我可以推荐一个治疗方案，你可以用来增强和保持这种积极的感觉吗？,20.26453
922,快乐,那很好！让我推荐一个您可以尝试的协议。,真是太好听了！您想尝试一种符合您心情的协议吗？我希望它可以激励你，让你的一天更加明亮。,20.78338
923,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！为了保持这种状态，我可以向您展示一个您可以执行的协议吗？,27.970472
924,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴看到你今天如此积极。我可以推荐一个适合您当前心情的协议吗？,33.380035
925,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢你与我分享。从您的回答，您感觉{}，这听起来对吗？,43.977192
926,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢从你告诉我的情况来看，我会说你现在感觉{}，这听起来对吗？,39.135597
927,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你告诉我，我想确保我理解正确。我相信您有{}的感觉，您能确认一下吗？,39.787945
928,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢分享。我认为您今天觉得{}，这正确吗？,43.509663
929,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，我想确保我正确地理解您的感受。我想您感觉{}，这听起来对吗？,55.755795
930,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，我只是想确保我们在同一页面上。您认为{}最能描述您现在的感受吗？,35.95659
931,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您通过分享您的感受来信任我。从你告诉我的情况来看，我相信你有{}的感觉？,31.667852
932,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，如果我错了，请原谅我。我相信您是{}，我的想法是否正确？,29.197344
933,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你，让我仔细检查一下你刚刚告诉我的。据我所知，您的感受是{}，准确吗？,29.526522
934,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的回答。在我看来，您现在是{}，该描述与您的感受相符吗？,34.237038
935,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您对我的信任并分享您的感受。如果我理解正确，您现在感觉{}，您会说这是真的吗？,28.680035
936,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的开放。你今天看来感到{}，你会这么说吗？,53.76218
937,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您与我分享您的想法。我有一种感觉，你是{}，是这样吗？,32.43639
938,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。根据您告诉我的情况，我了解到您的感受是{}，您认为这或多或少地描述了您的感受吗？,21.699461
939,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢您的意见。在我看来，您现在感觉{}，这听起来准确吗？,37.66324
940,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你的开放。从您的回复来看，我认为您有{}的感觉，我这样说是否正确？,29.106796
941,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,考虑到您所说的所有内容，我相信您会感觉到{}，是这种情况吗？如果没有，请随时纠正我。,22.988695
942,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您与我分享。根据您所告诉我的一切，您是否感到{}？,51.077766
943,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢从您的回答中，我看出您现在感觉{}，这听起来准确吗？,44.468826
944,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，根据您告诉我的情况，您是否觉得{}?如果这不对，请纠正我。,34.882805
945,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢分享。根据您告诉我的情况，您今天是否感觉{}？,55.591705
946,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的回答。根据您告诉我的情况，您是否觉得{}？你能确认一下吗？,27.46504
947,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢。从您的回答来看，我会说您现在感觉{}吗？,52.86965
948,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您对我的信任并分享您的感受。从你告诉我的情况来看，我会说你现在感觉{}，这听起来对吗？,23.752394
949,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢您的意见。我只是想确保我理解正确。我想您感觉{}，这听起来对吗？,36.641632
950,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉你今天误解了这一点。请您告诉我，从以下的情绪中，那个选择最反映您的感受：,33.154793
951,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉造成误解。你能告诉我这些情绪中的哪一种符合你的感受吗？,20.84814
952,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，真的很抱歉，我当时一定是误会了。您能否通过从以下列表中选择来告诉我您的感受：,25.128036
953,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，我很抱歉，我真的很感谢你告诉我我做错了-有时可能很难。你能给我一些帮助以确保我理解吗？这是一个列表-请让我知道哪一个描述了您的感受：,26.293114
954,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉我在这方面做得不好，我并不是故意的。请告诉我，从以下选择中，那个情绪最适当？,21.194033
955,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。你实际感觉如何？你能从下面的列表中选择它吗？,26.898104
956,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,非常抱歉。请从以下情绪中选择您的感受：,38.12169
957,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，有时很难知道某人在键盘后面的感受。相反，您介意从这个列表中选择一种更适合您当前状态的情绪吗？,29.002777
958,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉我误解了这一点。请问您从下面的列表中选择更准确地反映您的感受的情绪吗？,22.718191
959,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对此我感到非常抱歉。你能从下面的情绪中突出你现在真正感受到的情绪吗？,19.978436
960,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦不，我好像误会了，我很抱歉。让我再试一次：请看下面的列表，然后选择哪种情绪最能代表您今天的感受。,21.997671
961,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦不，我很抱歉。如果您不介意，请从此列表中选择您的感受：,22.67838
962,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉我误解了您的感受。请从一下选择中选出最反映您感受的情绪：,40.26863
963,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我真的很抱歉我做错了。也许以下情绪之一会更准确地描述它？,33.425682
964,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我的错。在您看来，您目前正在感受这些情绪中的哪些？,24.852009
965,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于误会，我深表歉意。如果您可以在下方选择一种真正反映您感受的情绪，那将非常有帮助。,21.484514
966,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉误解了你的感受。请告诉我您的感受，以便我更好地理解。,13.263495
967,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉对于这个误会。你会说你此刻的感受是什么？,29.022125
968,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，也许我不是最擅长阅读人的。如果你不介意我问一下，你今天感觉如何，你能从下面的列表中选择你觉得最接近你当前心情的吗？,16.21266
969,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，也许我误解了你的感受。我认为如果您能挑选出您认为最能代表您的情况的情感，那可能是最好的：,16.22597
970,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,抱歉，那我一定是弄错了。请告诉我，您正在经历以下哪种情绪？,28.445086
971,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我真的很想了解你的感受。您能帮我从列表中选择最符合您感受的选项吗？,13.666002
972,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。让我们来看看这个列表，看看什么最能反映你现在的感受。,15.619668
973,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。如果可以，请从以下列表中选择，告诉我您的感受：,16.681122
974,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我不是故意误判的。你有这些情绪吗？如果是这样，请通过选择它让我知道：,22.815405
975,所有情绪,感谢您的参与。再见,非常感谢您今天抽出时间与我们合作，希望您喜欢我们的会议。我期待着下次见到你。,14.978023
976,所有情绪,感谢您的参与。再见,非常感谢与我交谈，我真的希望它做得很好。真的希望很快能再见到你！,20.947182
977,所有情绪,感谢您的参与。再见,我非常感谢你的参与，希望我们能很快再次见面。,13.587097
978,所有情绪,感谢您的参与。再见,非常感谢您参加本次会议，我非常感谢您的时间。一会儿见！,18.232111
979,所有情绪,感谢您的参与。再见,感谢您的参与，我真的很感激，您的努力非常宝贵。祝你有美好的一天！,12.088617
980,所有情绪,感谢您的参与。再见,谢谢你今天，我真的很感激。很快又赶上了。,32.640438
981,所有情绪,感谢您的参与。再见,我非常感谢您所花费的时间以及您与我分享的所有内容。我希望很快能再次联系。,16.361582
982,所有情绪,感谢您的参与。再见,我真的很感谢你的努力，谢谢你的参与。让我们很快再谈。,18.225986
983,所有情绪,感谢您的参与。再见,今天到此结束，感谢您与我交谈，我希望这次谈话对您有所帮助。期待很快再次见到您。,15.605534
984,所有情绪,感谢您的参与。再见,我真的很想花时间感谢您成为如此出色的参与者。很高兴能很快再次见到你。,21.963715
985,所有情绪,感谢您的参与。再见,非常感谢您在本次会议上与我共度时光。我真的很期待很快见到你。,19.590351
986,所有情绪,感谢您的参与。再见,非常感谢您的时间和努力。祝你有美好的一天！,15.618547
987,所有情绪,感谢您的参与。再见,真的非常感谢你。我希望很快能见到你。,13.629984
988,所有情绪,感谢您的参与。再见,我很高兴你能参加。我希望我们能尽快联系，再次感谢。,18.551573
