,Unnamed: 0,gender,age,emotion,base,rewriting
1606,1606,女性,40-69,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,有时很容易被我们自己的观点所迷惑。你通常对别人的观点持开放态度吗？
1610,1610,女性,18-39,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,现在，我希望您回想一下您与朋友、家人或同事的对话。你觉得你善于倾听别人的意见，理解所有的观点吗？
1613,1613,女性,40-69,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我理解您的感受并且不想以任何方式冒犯您，但我确实需要询问您如何与其他人及其想法打交道。在之前的讨论中，您是否考虑过其他人关于这个问题和其他主题的观点？
1618,1618,男性,18-39,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,谢谢，我很佩服你的诚实，在我看来你是一个非常开放的人，但是有时很容易过于执着于我们的信念，这会阻止我们作为个人成长。老实说，您是否觉得自己一直能够接受其他人的观点？
1626,1626,男性,18-39,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我希望你仔细思考并诚实地告诉我，如果你认为你最近一直在充分听取其他人的建议，并认为值得采纳这些建议。
1630,1630,男性,40-69,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,请回想一下之前与其他人的对话。在你之前的谈话中，你是否考虑过对方的观点，即使他们与你自己的不同？
1633,1633,女性,18-39,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,我明白了，谢谢你，以及你如何与他人相处。你能不能坦率地说，你考虑到了别人的感受，仔细倾听了他们对你说的话？
1649,1649,女性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,为了让我能够帮助您，我需要知道您的生活中是否正在发生重大事件。你觉得你现在过得特别困难，无论是在工作中，在家里还是和朋友在一起？
1650,1650,男性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您耐心回答这些问题，我想专注于您现在的真实情况。这种焦虑真的比我们所说的更糟糕吗，你真的因为生活中正在发生的事情而痛苦吗？
1656,1656,女性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,看起来你可能过得很艰难，请知道你可以和我谈谈。你的生活中有什么特别令人痛苦的事情吗？
1660,1660,女性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问您目前在生活中是否遇到了特别的困难或困难，可能会导致您过度担心或痛苦？
1663,1663,女性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你对我敞开心扉，我真的很感激。请问您是否遇到与亲人或朋友的一些问题，或者您是否处理过任何其他重大的痛苦事件？
1665,1665,女性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请记住这是一个安全的空间，我在这里帮助您感觉更好。如果我问，您是否觉得您现在正在经历个人危机（例如与亲人相处困难或与朋友闹翻）？
1668,1668,男性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您迄今为止分享的一切。如果我问您，您是否觉得自己正在经历特别困难的情况，无论是与家人、朋友还是亲人？
1669,1669,女性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果这些问题听起来有点私人，我深表歉意。您是否正在经历某种个人危机或紧急情况，这是否是您情绪的原因？
1674,1674,男性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你的坦率和诚实，我想确保你没事。考虑到正在发生的一切，您的社交和个人福祉目前是否受到特别严重的影响？
1676,1676,男性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,虽然在生活中遇到一些困难是正常的，但与亲人分手或与朋友闹翻等重大事件有时会导致个人危机。你认为你现在可能正在经历一场严重的危机吗？
1679,1679,女性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我希望你能足够信任我，如果你需要帮助，请告诉我。你觉得你现在正在经历一段非常艰难的时期吗？
1680,1680,男性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,当人们的个人生活不顺利时，人们变得焦虑是很常见的。您的个人生活是否比平时压力更大（例如，与亲人或朋友的问题）？
1682,1682,男性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你生活中的其他事情和人际关系现在进展如何。您目前是否正在经历一个特别艰难的时期，或者正面临重大问题？
1683,1683,女性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,再次感谢您，我只是想确保一切正常。最近生活中有没有让你感到困扰的部分？
1684,1684,男性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,也许你的压力源于你个人正在经历的一些困难。您在与亲人或朋友相处时遇到任何困难吗？
1690,1690,男性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你现在一定很困难，所以我想知道有没有什么大事发生。在你的生活中，有没有什么事情感觉比平常更重要？
1698,1698,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴听到这个！你想让我推荐一个协议来进一步增强你的积极性吗？
1699,1699,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,哦，真是太好听了！如果您愿意，我想推荐一个符合您当前感觉的协议。
1700,1700,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,有这种感觉真好；我希望我们能抓住它并把它装进瓶子里。我可以推荐一个协议，它可以帮助增强您的感受。
1703,1703,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！我碰巧有一个可以帮助最大化这些积极情绪的协议，你想看看吗？
1705,1705,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,听起来不错。我有一个协议，你可以尝试进一步改善这种感觉，信不信由你！
1709,1709,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,听到这个消息我很高兴。您是否有兴趣查看可以尝试的协议？
1710,1710,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,听到这个消息我很高兴！我可以建议一种可能有助于增强您的积极情绪的协议，确保您尽可能长时间地感觉良好。
1711,1711,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴你很好。我可以给你一个协议，你可以尝试让这种良好的感觉产生更持久的影响吗？
1713,1713,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴听到这个。我认为这将是尝试可能让您感觉更好的协议的最佳时机。
1714,1714,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,听到这个消息我很高兴！让我们尝试一个协议，看看我们是否可以继续这样做，你怎么说？
1715,1715,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！我可以推荐一个您可以尝试增强这种积极感觉的协议吗？
1717,1717,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到这个。我正在考虑一项可能会让您感觉更好的协议，您想听更多吗？
1718,1718,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,太棒了，我很高兴听到它。我可以推荐一种治疗方案来增强您的积极情绪吗？
1722,1722,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！如果你想听一听，我仍然可以推荐一个可以帮助建立这种良好感觉的协议。
1723,1723,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,这真的很好，我很高兴听到它。如果你愿意，我可以建议一个协议来提升你的情绪。
1724,1724,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,我真的很高兴你有这种感觉。我想我可以推荐一个可以让你感觉更快乐的协议，你想听听吗？
1725,1725,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,我很高兴你心情很好。我可以向您推荐一个协议，您可以尝试让自己感觉更好！你怎么认为？
1727,1727,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到你心情很好。我实际上有一个有益的协议，你可以试试。
1728,1728,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,太好了，您似乎朝着更快乐迈出了一大步！我们要不要一起选择一个协议来保持这种状态？
1729,1729,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到你感觉很好。你目前的幸福状态真的会给你一个很好的基础来尝试一种协议，它可以帮助你巩固和建立你生活中的积极因素，帮助你最大限度地发挥幸福的潜力，我们可以试试吗？
1732,1732,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,太棒了，总是很高兴听到。你想让我给你一个协议，让你感觉更满足吗？
1733,1733,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,哦，我很高兴听到这个消息！感觉快乐/满足是我们都想保持的东西，所以我可以推荐一个治疗方案，你可以用来增强和保持这种积极的感觉吗？
1736,1736,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,真是太好听了！您想尝试一种符合您心情的协议吗？我希望它可以激励你，让你的一天更加明亮。
1737,1737,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！为了保持这种状态，我可以向您展示一个您可以执行的协议吗？
1739,1739,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴看到你今天如此积极。我可以推荐一个适合您当前心情的协议吗？
1741,1741,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,这是一种很棒的感觉。我可以建议一个协议来帮助增强和保持良好的感觉，它可能真的有帮助吗？
1746,1746,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到你有这种感觉。我有一个协议可以增强这种积极的感觉，你想试试吗？
1747,1747,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢你与我分享。从您的回答来看，您感觉 {} 听起来对吗？
1748,1748,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢从你告诉我的情况来看，我会说你现在感觉{}，这听起来对吗？
1749,1749,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你告诉我，我想确保我理解正确。我相信您有 {} 的感觉，您能确认一下吗？
1758,1758,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢分享。我认为您有 {} 的感觉，我这样说是否正确？
1762,1762,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，我只是想确保我理解正确。我想您感觉 {}，这听起来对吗？
1763,1763,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，我只是想确保我们在同一页面上。您认为 {} 最能描述您现在的感受吗？
1764,1764,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您通过分享您的感受来信任我。从你告诉我的情况来看，我相信你有 {} 的感觉？
1765,1765,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，如果我错了，请原谅我。我相信您是 {}，我的想法是否正确？
1778,1778,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你，让我仔细检查一下你刚刚告诉我的。据我所知，您的感受是 {}，准确吗？
1779,1779,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的回答。在我看来，您现在是 {}，该描述与您的感受相符吗？
1786,1786,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您对我的信任并分享您的感受。如果我理解正确，您现在感觉{}，您会说这是真的吗？
1788,1788,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的开放和与我分享。你今天看起来像 {}，你也会这么说吗？
1789,1789,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您与我分享您的想法。我有一种感觉，你是 {}，是这样吗？
1792,1792,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。根据您告诉我的情况，我了解到您的感受是 {}，您认为这或多或少地描述了您的感受吗？
1793,1793,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢您的意见。在我看来，您现在感觉{}，这听起来准确吗？
1794,1794,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你的开放。从您的回复来看，我认为您有 {} 的感觉，我这样说是否正确？
1796,1796,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,考虑到您所说的所有内容，我相信您会感觉到 {}，是这种情况吗？如果没有，请随时纠正我。
1797,1797,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉造成误解。你能告诉我这些情绪中的哪一种符合你的感受吗？
1798,1798,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，真的很抱歉，我当时一定是误会了。您能否通过从以下列表中选择来告诉我您的感受：
1799,1799,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，我很抱歉，我真的很感谢你告诉我我做错了 - 有时可能很难。你能给我一些帮助以确保我理解吗？这是一个列表 - 请让我知道哪一个描述了您的感受：
1801,1801,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，对不起，我误解了你的情绪。也许您可以将您当前的情绪描述为列表中的其中一种？
1802,1802,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。你实际感觉如何？你能从下面的列表中选择它吗？
1803,1803,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,非常抱歉。请从以下情绪中选择您的感受：
1804,1804,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，有时很难知道某人在键盘后面的感受。相反，您介意从这个列表中选择一种更适合您当前状态的情绪吗？
1807,1807,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉我误解了这一点。请问您从下面的列表中选择更准确地反映您的感受的情绪吗？
1808,1808,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对此我感到非常抱歉。你能从下面的情绪中突出你现在真正感受到的情绪吗？
1809,1809,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦不，我好像误会了，我很抱歉。让我再试一次：请看下面的列表，然后选择哪种情绪最能代表您今天的感受。
1812,1812,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦不，我很抱歉。如果您不介意，请从此列表中选择您的感受：
1814,1814,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉造成误解。请从下面反映您感受的情绪中选择一种来纠正我：
1816,1816,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我真的很抱歉我做错了。也许以下情绪之一会更准确地描述它？
1819,1819,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我的错。在您看来，您目前正在感受这些情绪中的哪些？
1820,1820,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于误会，我深表歉意。如果您可以在下方选择一种真正反映您感受的情绪，那将非常有帮助。
1821,1821,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉误解了你的感受。请告诉我您的感受，以便我更好地理解。
1822,1822,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉对于这个误会。你会说你此刻的感受是什么？
1823,1823,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，也许我不是最擅长阅读人的。如果你不介意我问一下，你今天感觉如何，你能从下面的列表中选择你觉得最接近你当前心情的吗？
1825,1825,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，也许我误解了你的感受。我认为如果您能挑选出您认为最能代表您的情况的情感，那可能是最好的：
1827,1827,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,抱歉，那我一定是弄错了。请告诉我，您正在经历以下哪种情绪？
1829,1829,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我真的很想了解你的感受。您能帮我从列表中选择最符合您感受的选项吗？
1830,1830,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。让我们来看看这个列表，看看什么最能反映你现在的感受。
1831,1831,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。如果可以，请从以下列表中选择，告诉我您的感受：
1832,1832,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我不是故意误判的。你有这些情绪吗？如果是这样，请通过选择它让我知道：
1833,1833,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于误解您的实际感受，我深表歉意。请您从下面的情绪中选择最能反映您的感受的情绪，以便我更好地理解它？
1834,1834,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于那个很抱歉。请阅读以下情绪并选择最适合您的感受：
1835,1835,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。您想通过自己选择来帮助我了解您的感受吗？
1839,1839,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,抱歉，有时很难准确评估别人的感受。您想从这份清单中挑选出您正在感受的情绪吗？
1841,1841,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，糟糕，对不起；我误解了信号。为避免进一步混淆，请从以下最能反映您当前感受的情绪中选择：
1842,1842,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我道歉，我一定是误会了。也许您可以从下面的列表中指出哪种情绪最能代表您的感受？
1843,1843,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我很想更好地了解你的感受。你能选择你认为合适的情绪吗？
1845,1845,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉那是不正确的。看看下面的列表，你能告诉我你的感受吗？
1846,1846,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉听到我误解了。请用您自己的话说，您能具体说明您的感受吗？
1848,1848,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您今天抽出时间与我们合作，希望您喜欢我们的会议。我期待着下次见到你。
1849,1849,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢与我交谈，我真的希望它做得很好。真的希望很快能再见到你！
1851,1851,男性,18-39,所有情绪,感谢您的参与。再见,我非常感谢你的参与，希望我们能很快再次见面。
1852,1852,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您参加本次会议，我非常感谢您的时间。一会儿见！
1854,1854,男性,18-39,所有情绪,感谢您的参与。再见,感谢您的参与，我真的很感激，您的努力非常宝贵。祝你有美好的一天！
1855,1855,女性,40-69,所有情绪,感谢您的参与。再见,谢谢你今天，我真的很感激。很快又赶上了。
1857,1857,女性,40-69,所有情绪,感谢您的参与。再见,我非常感谢您所花费的时间以及您与我分享的所有内容。我希望很快能再次联系。
1858,1858,男性,18-39,所有情绪,感谢您的参与。再见,我真的很感谢你的努力，谢谢你的参与。让我们很快再谈。
1859,1859,女性,18-39,所有情绪,感谢您的参与。再见,今天到此结束，感谢您与我交谈，我希望这次谈话对您有所帮助。期待很快再次见到您。
1861,1861,男性,18-39,所有情绪,感谢您的参与。再见,我真的很想花时间感谢您成为如此出色的参与者。很高兴能很快再次见到你。
1862,1862,女性,40-69,所有情绪,感谢您的参与。再见,非常感谢您在本次会议上与我共度时光。我真的很期待很快见到你。
1863,1863,男性,18-39,所有情绪,感谢您的参与。再见,非常感谢您的时间和努力。祝你有美好的一天！
1865,1865,男性,40-69,所有情绪,感谢您的参与。再见,真的非常感谢你。我希望很快能见到你。
1866,1866,女性,40-69,所有情绪,感谢您的参与。再见,我很高兴你能参加。我希望我们能尽快联系，再次感谢。
1867,1867,男性,18-39,所有情绪,感谢您的参与。再见,谢谢你，你很棒，很高兴能一起解决这个问题。我希望你能很快回来。
1868,1868,女性,18-39,所有情绪,感谢您的参与。再见,我很感激你的参与。我希望很快能再次与你合作。
1869,1869,男性,40-69,所有情绪,感谢您的参与。再见,谢谢，你今天很棒。我希望我能很快见到你，再见！
1870,1870,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢你的合作。我希望很快能在见到你。
1871,1871,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢你向我敞开心扉，告诉我你的感受。我很高兴我们可以进行这次聊天，如果您需要我，我会在这里。
1872,1872,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢您参与其中。我希望很快能见到你。
1874,1874,女性,40-69,所有情绪,感谢您的参与。再见,我们已经结束了会议，我要感谢您抽出时间与我一起解决这个问题。再见。
1875,1875,男性,18-39,所有情绪,感谢您的参与。再见,我要真诚地感谢您参与其中。我希望很快能见到你！
1877,1877,男性,40-69,所有情绪,感谢您的参与。再见,谢谢，非常感谢您参加本次活动。我期待着在不久的将来见到你。
1878,1878,女性,40-69,所有情绪,感谢您的参与。再见,我很高兴我们能一起度过这段时光，希望对你有帮助。想多聊几句的时候可以回来。
1879,1879,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢您参加本次会议，我非常感谢您的时间和您提供的深思熟虑的意见，希望本次会议对您有所帮助。我期待很快再次见到你，保重。
1880,1880,女性,40-69,所有情绪,感谢您的参与。再见,很高兴与您交谈，感谢您抽出宝贵时间。暂时再见。
1883,1883,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢您在本次会议期间的时间和合作。我期待很快的另一场会议。
1885,1885,女性,18-39,所有情绪,感谢您的参与。再见,我很感激你和我一起度过了这段时间。我希望很快能见到你。
1886,1886,男性,40-69,所有情绪,感谢您的参与。再见,感谢你今天勇敢地分享你的感受，我很感激。我期待我们的下一次会议。
1887,1887,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您今天的诚实和努力，非常感谢。很快再见！
1888,1888,女性,18-39,所有情绪,感谢您的参与。再见,我真的很感谢你和我说话，谈论一个人的感受需要勇气。我期待与您再次交谈！
1889,1889,男性,40-69,所有情绪,感谢您的参与。再见,我要感谢您今天与我分享您的想法和感受。我真的很想很快再见到你，所以请你有空的时候过来看看。
1891,1891,男性,40-69,所有情绪,感谢您的参与。再见,您的参与非常宝贵，非常感谢您的参与。我希望很快能见到你。
1892,1892,女性,40-69,所有情绪,感谢您的参与。再见,我非常感谢您在这方面花费的时间。我希望能再次见到你。
1893,1893,女性,40-69,所有情绪,感谢您的参与。再见,谢谢，很高兴与你进行这次谈话。我希望我们能很快再见面。
1894,1894,男性,40-69,所有情绪,感谢您的参与。再见,我很感谢你今天的参与。我期待在未来与您进行更富有成效的合作。
1908,1908,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,现在我们已经掌握了所有相关信息，我想向您推荐一些我认为会产生积极影响的协议。您可以选择最能引起您共鸣的协议。
1925,1925,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我想如果我们能找到这些感觉的根源，我们会让你感觉好很多。您认为您想尝试以下任何协议吗？看一看，让我知道您是否想尝试一些东西。
1928,1928,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,根据你告诉我的，我选择了一些可能对你有帮助的协议。您现在想尝试一个协议吗？如果是，请选择它。
1931,1931,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我这里有一些协议希望您查看，我认为它们可能对您有所帮助。您能否通读一遍并告诉我您认为哪一种对您最有益，并且您想尝试一下。
1936,1936,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,如果你愿意，我有一些我认为可以帮助你的建议。在以下协议中，您现在想尝试其中一种吗？如果是，请选择它。
1937,1937,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些我认为可能在这里工作的建议。请继续看一看，您可以选择您觉得最舒服的协议。
1946,1946,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,花点时间通读一遍以理解，如果可以，请尝试通读整件事。完成后只需点击“继续”按钮。
1947,1947,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我建议你现在就尝试这个协议，这可能很困难，但只要尽力而为，就会好的。完成协议后，按“继续”按钮，然后我们可以讨论一下，如果您愿意的话。
1948,1948,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,感谢您的选择，您现在应该可以看到协议了；请看看你是如何处理它的。完成后，您可以按“继续”。
1950,1950,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,感谢您选择此协议。您现在愿意尝试此协议吗？完成后，请您按“继续”按钮。
1951,1951,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,谢谢，现在您可以尝试通过您选择的协议。当您完成后，如果您能回到我身边并按“继续”，我将不胜感激。
1952,1952,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我认为这对你有好处，我是来帮忙的。请尝试现在完成此操作，完成后，按“继续”。
1953,1953,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,当您准备好时，我希望您阅读并尝试该协议。一旦您对此感到满意，请随时选择“继续”。
1954,1954,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,现在尝试通过此协议可能对您有所帮助，如果可以请尝试一下。完成后，您只需按“继续”即可。
1956,1956,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我了解此协议可能具有挑战性，但请您尝试完成它。如果您设法完成它，请按“继续”，然后我会问您几个后续问题。
1957,1957,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,太好了，现在我希望您尝试完成此协议。慢慢来，当你走到最后只需按“继续”。
1960,1960,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,既然您已经做出选择，请遵循协议，我希望您会喜欢它。完成后，您将需要按“继续”按钮。
1961,1961,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,那太棒了。你能不能现在就遵循这个协议，完成后点击“继续”。
1962,1962,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,谢谢你。现在就开始研究这个协议，我们会看看它是否有帮助。完成后按“继续”，我们将再谈一些。
1968,1968,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,真棒！现在请您尝试完成此协议并在完成后按“继续”。
1972,1972,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请尝试在您自己的时间完成协议。完成后，请返回并点击“继续”，以便我们评估进展情况。
1973,1973,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,太好了，我很高兴您愿意尝试一下，希望您会发现它很有帮助。请在准备好后仔细阅读协议，如果完成后可以按“继续”，那就太好了。
1974,1974,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,在你自己的时间，看看这个协议并尝试完成它。完成后，您可以按“继续”。
1975,1975,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,仔细阅读协议，请慢慢来，按照自己的节奏进行，不要着急。完成后，按“继续”。
1976,1976,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,太好了，那我们继续吧。尽最大努力完成后，请返回并按“继续”。
1979,1979,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请通读协议信息，当您觉得自己理解并准备开始时，请尝试通过它。完成后，请按“继续”。
1980,1980,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,现在请花一些时间来完成协议。准备好后，请回来，以便我们继续。
1981,1981,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我了解这可能是个新的经验，但我希望你能够尝试这个练习。完成后，请按“继续”。
